data_year,victim_id,injury_id
2023,201322580,6
2023,207564688,4
2023,207564688,7
2023,198771114,4
2023,196815708,5
2023,196815709,5
2023,209129735,4
2023,198771169,5
2023,209129814,4
2023,209129815,4
2023,201322174,5
2023,198771147,5
2023,202691817,5
2023,198771196,5
2023,198771197,5
2023,198771017,5
2023,202691886,5
2023,201322429,5
2023,201322516,5
2023,201322626,5
2023,202691909,4
2023,201322272,5
2023,202691962,5
2023,201322335,5
2023,201322378,4
2023,201322408,4
2023,201322427,5
2023,207564830,5
2023,207564832,5
2023,207564833,5
2023,207564834,5
2023,202691946,5
2023,201322750,4
2023,201322752,4
2023,201322264,5
2023,202691952,4
2023,209129984,5
2023,209129985,5
2023,201322344,5
2023,201322397,5
2023,201322398,5
2023,201322404,5
2023,202692006,5
2023,202692041,5
2023,202692073,5
2023,202692144,5
2023,207564814,2
2023,202692075,5
2023,202692106,5
2023,202692107,5
2023,207564667,5
2023,209809995,5
2023,202692176,4
2023,207564995,5
2023,207565000,4
2023,207564871,5
2023,207564909,5
2023,207564931,5
2023,207564784,5
2023,207564914,4
2023,207564935,5
2023,207565001,4
2023,207565027,4
2023,207565055,4
2023,207564800,5
2023,207565003,4
2023,207565007,4
2023,207565049,5
2023,209810067,5
2023,209810068,5
2023,207565173,4
2023,207564843,4
2023,207564855,4
2023,207564921,5
2023,207564926,4
2023,207564986,5
2023,209810103,5
2023,207564895,5
2023,207564985,5
2023,191738418,5
2023,191755592,5
2023,196810302,4
2023,205052965,2
2023,205052965,4
2023,184868846,2
2023,184868852,5
2023,184868867,4
2023,201316613,4
2023,184868933,5
2023,184868955,5
2023,184868974,5
2023,184868975,5
2023,184868970,4
2023,184868971,5
2023,184868880,4
2023,184868996,5
2023,192856040,5
2023,184868987,5
2023,184869082,3
2023,184869132,4
2023,184869150,5
2023,184869202,5
2023,184869266,5
2023,209125325,5
2023,184869258,5
2023,184869278,4
2023,184869346,5
2023,209125385,4
2023,184869382,4
2023,184869383,5
2023,201317066,4
2023,201317073,4
2023,201317075,4
2023,201317077,4
2023,184869415,5
2023,184869447,4
2023,184869475,4
2023,184869471,5
2023,209125401,4
2023,198809248,4
2023,184869409,5
2023,188751562,5
2023,188751657,4
2023,188751658,4
2023,188751684,5
2023,188751685,5
2023,207560437,5
2023,188751764,4
2023,188751804,4
2023,188751822,5
2023,188751771,4
2023,195094350,5
2023,188751954,4
2023,188751824,4
2023,188751854,4
2023,188751855,4
2023,209125456,5
2023,188751837,5
2023,188751893,4
2023,188751933,5
2023,188751947,4
2023,188751985,5
2023,191756291,4
2023,188752004,5
2023,190257168,5
2023,188752131,5
2023,188752147,4
2023,188752072,4
2023,190257590,5
2023,191756412,4
2023,191756414,4
2023,190257313,4
2023,188752162,5
2023,191756359,3
2023,191756360,4
2023,190257324,4
2023,195094329,4
2023,192855877,4
2023,190257211,4
2023,190257221,4
2023,190257253,5
2023,192855880,4
2023,190257302,4
2023,190257298,5
2023,190257299,4
2023,195094396,5
2023,190257356,5
2023,192855931,5
2023,190257563,5
2023,191756573,4
2023,191756574,5
2023,191756418,4
2023,190257476,4
2023,192855960,5
2023,192855961,5
2023,196810484,5
2023,190257523,4
2023,190257549,5
2023,190257719,4
2023,191756479,5
2023,190257604,4
2023,190257619,4
2023,191756719,4
2023,191756720,4
2023,191756721,4
2023,191756722,4
2023,190257726,4
2023,190257621,4
2023,190257780,5
2023,191756706,4
2023,191756784,5
2023,191756856,4
2023,191756867,5
2023,191756688,5
2023,191757248,5
2023,191757250,5
2023,191757280,5
2023,191757281,4
2023,191756685,5
2023,202695836,5
2023,191717614,4
2023,191717614,6
2023,191717615,4
2023,196792823,5
2023,207541424,4
2023,207541425,4
2023,209109207,4
2023,196792755,4
2023,196792766,5
2023,196792767,5
2023,196792776,4
2023,196792777,4
2023,207541545,4
2023,201331702,5
2023,201331703,5
2023,196821843,5
2023,207571836,5
2023,207571875,5
2023,196821154,5
2023,205062035,5
2023,207571763,5
2023,207572008,5
2023,207572013,5
2023,207571857,5
2023,207571873,5
2023,188716199,5
2023,209136624,5
2023,209136625,5
2023,209136626,5
2023,184843327,5
2023,184843239,4
2023,184843232,4
2023,191729800,5
2023,184843356,4
2023,184843437,5
2023,184843319,5
2023,186734834,4
2023,186734922,5
2023,191729567,5
2023,186735107,5
2023,191729628,5
2023,188717768,5
2023,188717806,5
2023,188717812,5
2023,188717765,5
2023,188717810,4
2023,190233460,5
2023,190233484,5
2023,190233295,5
2023,190233405,5
2023,190233356,4
2023,190233477,5
2023,190233522,5
2023,190233585,5
2023,190233599,5
2023,190233543,5
2023,190233544,5
2023,190233735,5
2023,191729745,4
2023,191729749,4
2023,191729881,4
2023,191729868,4
2023,191729885,5
2023,192836586,5
2023,192836587,5
2023,192836607,5
2023,192836842,5
2023,192837030,5
2023,195082273,5
2023,195082274,5
2023,195082385,5
2023,195082503,5
2023,195082534,5
2023,195082322,5
2023,195082394,5
2023,195082396,5
2023,195082401,5
2023,195082402,5
2023,195082403,5
2023,195082400,5
2023,196799498,5
2023,196799542,5
2023,196799582,5
2023,196799478,4
2023,196799507,5
2023,196799640,5
2023,196799641,5
2023,196799638,5
2023,196799692,5
2023,196799693,5
2023,196799694,5
2023,196799695,5
2023,196799696,5
2023,196799610,4
2023,196799735,5
2023,198788222,5
2023,198788109,5
2023,198788257,4
2023,198788171,4
2023,198788382,5
2023,198788219,5
2023,198788220,5
2023,198788241,5
2023,198788242,5
2023,201307074,5
2023,201307164,5
2023,201307206,5
2023,201307207,5
2023,201307192,4
2023,201306988,4
2023,201307062,5
2023,202704206,5
2023,202704184,4
2023,202704419,4
2023,202704274,5
2023,202704319,5
2023,202704362,5
2023,202704501,5
2023,202704203,5
2023,202704253,4
2023,205040524,5
2023,205040544,5
2023,205040598,4
2023,205040826,4
2023,207546452,5
2023,209115212,5
2023,207540999,5
2023,184830774,2
2023,184830774,4
2023,207541042,5
2023,207541114,5
2023,207541119,5
2023,188708082,5
2023,190221890,4
2023,195076678,5
2023,207540971,4
2023,207540975,5
2023,207541010,5
2023,207541016,5
2023,190221843,4
2023,184831603,5
2023,184831604,5
2023,184831633,4
2023,207541076,5
2023,184830921,4
2023,184830922,4
2023,207541113,4
2023,184830967,4
2023,207540997,4
2023,207541031,5
2023,207541071,5
2023,184831058,5
2023,184831059,5
2023,184831103,5
2023,184831104,5
2023,207541130,4
2023,207541168,5
2023,184831062,5
2023,207541018,5
2023,207541324,5
2023,207541325,5
2023,207541362,4
2023,207541366,4
2023,207541013,5
2023,209109968,5
2023,184831247,4
2023,207541122,5
2023,184831275,5
2023,184831276,5
2023,207541170,4
2023,190221921,5
2023,207541218,4
2023,184831315,5
2023,207541596,5
2023,207541066,4
2023,207541112,5
2023,207541118,5
2023,207541123,5
2023,207541125,5
2023,190221982,4
2023,184831398,4
2023,207541175,5
2023,184831999,4
2023,207541216,5
2023,190221962,5
2023,207541152,5
2023,207541203,5
2023,207541061,5
2023,207541100,4
2023,207541101,4
2023,207541140,5
2023,207541141,4
2023,190221970,5
2023,207541214,4
2023,207541064,5
2023,207541098,5
2023,207541143,4
2023,184831557,5
2023,207541078,5
2023,192828111,4
2023,192828112,5
2023,207541124,5
2023,191756696,5
2023,191756712,6
2023,191756908,5
2023,191756995,5
2023,191757008,4
2023,191756912,4
2023,191756958,5
2023,207560482,5
2023,191757003,5
2023,191757014,4
2023,191757043,5
2023,191757045,5
2023,191757037,4
2023,192856139,5
2023,191757194,4
2023,191757019,4
2023,191757020,4
2023,205053071,5
2023,191757186,4
2023,191757228,5
2023,192856067,5
2023,191757145,5
2023,192856229,5
2023,192856231,5
2023,191757633,5
2023,192856225,4
2023,191757434,1
2023,192856153,5
2023,192856154,4
2023,192856155,4
2023,192856384,4
2023,192856385,4
2023,191757329,5
2023,191757386,4
2023,191757353,5
2023,191757371,4
2023,191757396,4
2023,192856240,4
2023,192856281,4
2023,192856147,4
2023,192856148,5
2023,192856170,5
2023,192856171,5
2023,192856183,4
2023,192856158,5
2023,192856248,4
2023,192856259,4
2023,192856277,5
2023,192856236,4
2023,195094953,5
2023,196810481,5
2023,192856417,4
2023,191757423,4
2023,192856696,5
2023,195094895,4
2023,192856300,5
2023,192856388,4
2023,192856389,4
2023,192856411,4
2023,192856412,4
2023,192856413,4
2023,192856427,5
2023,192856374,5
2023,192856393,5
2023,192856453,4
2023,192856472,4
2023,192856517,5
2023,192856574,4
2023,192856595,5
2023,196810762,5
2023,196810932,4
2023,192856486,5
2023,192856530,5
2023,192856612,4
2023,195095011,5
2023,195095101,5
2023,196810506,3
2023,195095174,5
2023,195095197,5
2023,195095248,4
2023,195095123,3
2023,198809423,4
2023,195095233,5
2023,195095336,5
2023,195095188,4
2023,195095189,4
2023,195095194,5
2023,195095415,3
2023,192856563,4
2023,192856580,4
2023,195095317,4
2023,195095373,4
2023,195095389,5
2023,195095422,5
2023,195095602,5
2023,196810603,5
2023,209125653,5
2023,195095432,4
2023,195095524,4
2023,205053002,4
2023,195095593,4
2023,195095637,4
2023,195095641,5
2023,195095802,4
2023,196810690,5
2023,195095875,5
2023,201317365,4
2023,195095548,4
2023,195095598,5
2023,195095673,4
2023,195095675,5
2023,195095613,4
2023,196810659,4
2023,196810747,5
2023,196810748,4
2023,196810773,4
2023,196810933,5
2023,196810836,4
2023,196810869,4
2023,195095865,4
2023,209125676,3
2023,196810842,5
2023,196810887,5
2023,207560578,4
2023,196811070,4
2023,196811096,4
2023,196811160,4
2023,196811184,4
2023,196811217,5
2023,196811218,5
2023,196810989,5
2023,196811047,4
2023,196811114,5
2023,196811115,5
2023,196811205,4
2023,196811206,4
2023,196811192,5
2023,196811257,4
2023,196811258,4
2023,196811259,5
2023,196811084,4
2023,196811161,4
2023,196811193,4
2023,205053133,5
2023,196811068,4
2023,196811111,5
2023,196811213,5
2023,198809514,4
2023,198809550,5
2023,198809555,6
2023,198809668,1
2023,196811253,5
2023,196811377,4
2023,198809692,4
2023,198809709,5
2023,196811117,4
2023,196811180,4
2023,198809590,4
2023,198809594,4
2023,198809642,5
2023,198809643,5
2023,207560755,4
2023,198809596,4
2023,198809625,5
2023,198809645,8
2023,198809667,5
2023,198809687,4
2023,198809728,5
2023,201317390,5
2023,201317436,5
2023,198809717,4
2023,198809759,4
2023,198809736,5
2023,198809794,4
2023,205053200,5
2023,201317427,4
2023,198809870,4
2023,198809871,4
2023,205053119,5
2023,198809930,5
2023,205053171,4
2023,198809771,5
2023,201317389,6
2023,201317618,5
2023,201317767,5
2023,201317433,4
2023,201317520,4
2023,201317553,4
2023,207560633,1
2023,198809854,4
2023,198809868,4
2023,198809894,4
2023,201317779,4
2023,201317649,4
2023,201317625,5
2023,201317664,4
2023,201317758,4
2023,201317747,5
2023,201317748,5
2023,201317834,4
2023,201317613,5
2023,201317859,4
2023,201317785,5
2023,205053430,5
2023,205053431,4
2023,201317942,5
2023,201317877,4
2023,201317915,4
2023,201317934,5
2023,201317953,5
2023,201317955,4
2023,201317958,4
2023,201317960,4
2023,201317740,8
2023,205053480,4
2023,201317844,4
2023,205053290,4
2023,205053401,5
2023,205053411,5
2023,205053450,5
2023,205053451,5
2023,205053153,4
2023,205053154,4
2023,205053250,5
2023,205053309,4
2023,205053351,4
2023,205053359,4
2023,205053421,5
2023,205053141,5
2023,205053143,5
2023,205053145,5
2023,205053440,4
2023,205053494,4
2023,205053173,4
2023,205053358,4
2023,205053174,4
2023,209125804,5
2023,205053242,4
2023,205053277,4
2023,205053195,4
2023,205053312,5
2023,205053445,5
2023,205053470,4
2023,205053490,4
2023,205053491,5
2023,205053299,4
2023,205053302,5
2023,207560872,4
2023,205053456,4
2023,205053484,4
2023,205053622,4
2023,205053464,5
2023,205053499,5
2023,205053526,4
2023,205053481,5
2023,205053522,4
2023,205053525,4
2023,205053619,4
2023,205053477,5
2023,205053560,4
2023,205053599,5
2023,205053615,4
2023,205053510,5
2023,205053577,5
2023,205053593,5
2023,205053528,4
2023,205053704,5
2023,205053483,4
2023,205053508,5
2023,205053529,4
2023,205053561,4
2023,205053649,4
2023,205053690,5
2023,205053686,5
2023,209125824,5
2023,205053462,5
2023,205053471,4
2023,205053567,5
2023,205053603,4
2023,205053620,4
2023,205053693,4
2023,205053500,4
2023,205053640,5
2023,205053741,4
2023,205053786,5
2023,205053502,4
2023,205053532,4
2023,205053745,5
2023,205053507,4
2023,207560819,5
2023,205053631,5
2023,205053756,4
2023,207561046,4
2023,209125737,4
2023,205053675,3
2023,205053720,4
2023,205053558,4
2023,205053587,4
2023,205053588,4
2023,205053610,4
2023,207561130,5
2023,205053744,4
2023,205053800,4
2023,205053614,4
2023,205053614,8
2023,209126220,4
2023,209126315,5
2023,205053659,4
2023,186737342,4
2023,186737348,4
2023,186737349,4
2023,205042891,5
2023,184844859,4
2023,184844860,4
2023,184845436,4
2023,184845453,4
2023,186736716,5
2023,186736454,4
2023,186736698,4
2023,188718480,5
2023,186736464,4
2023,186736475,4
2023,186736532,5
2023,186736533,5
2023,186736487,5
2023,188718608,5
2023,188718680,4
2023,190234500,5
2023,190233914,5
2023,190233875,5
2023,190233892,5
2023,190233911,5
2023,190234003,4
2023,190233998,4
2023,190234022,5
2023,190234042,4
2023,190233974,5
2023,191730331,5
2023,191730366,4
2023,190234040,5
2023,192837249,4
2023,191730569,5
2023,191718203,4
2023,184831676,4
2023,184831720,4
2023,184831796,4
2023,184831793,5
2023,190222129,4
2023,207541280,5
2023,207541117,5
2023,207541120,4
2023,190222022,5
2023,201298102,5
2023,207541158,5
2023,186723165,5
2023,207541198,5
2023,186723086,4
2023,207541202,4
2023,207541248,5
2023,207541329,5
2023,207541303,5
2023,207541343,5
2023,207541347,5
2023,186723242,4
2023,186723243,3
2023,186723265,4
2023,207541181,4
2023,207541220,5
2023,207541256,5
2023,207541288,5
2023,207541293,5
2023,209109881,5
2023,209109988,4
2023,186723248,5
2023,209110045,5
2023,209110090,4
2023,209110173,4
2023,186723317,5
2023,209110082,4
2023,209110028,5
2023,209110071,4
2023,209110126,5
2023,209110176,4
2023,209110177,4
2023,209110078,4
2023,209110080,4
2023,186723478,4
2023,209110125,4
2023,186723448,5
2023,209110161,4
2023,209110193,5
2023,209110237,6
2023,209110185,5
2023,209110317,4
2023,209110318,4
2023,209110319,5
2023,186723576,5
2023,186723626,5
2023,202696463,6
2023,202696465,3
2023,186723568,5
2023,186723653,5
2023,205034650,5
2023,186723754,4
2023,186723781,5
2023,188708196,5
2023,188708198,5
2023,186723735,5
2023,186723880,4
2023,186723828,5
2023,186723946,4
2023,186724003,5
2023,186724053,5
2023,191718667,5
2023,186724111,5
2023,186723945,5
2023,186724069,4
2023,186724070,4
2023,186724121,5
2023,186724135,5
2023,186724212,5
2023,186724213,4
2023,186724074,5
2023,186724159,5
2023,195076725,5
2023,195076726,5
2023,188708385,5
2023,188708280,5
2023,192828105,5
2023,192828107,5
2023,192828164,5
2023,192828166,5
2023,188708355,4
2023,192828242,5
2023,192828274,5
2023,192828275,5
2023,188708354,4
2023,192828102,4
2023,192828146,5
2023,192828209,5
2023,192828211,5
2023,192828041,2
2023,188708468,5
2023,192828252,5
2023,192828059,5
2023,188708512,4
2023,188708513,5
2023,192828131,4
2023,192828162,5
2023,192828074,5
2023,188708648,4
2023,192828125,4
2023,191718316,4
2023,192828259,4
2023,192828260,4
2023,192828104,5
2023,192828106,5
2023,192828138,5
2023,192828176,4
2023,192828222,5
2023,192828223,5
2023,192828326,5
2023,192828327,4
2023,192828122,4
2023,188708782,6
2023,192828155,5
2023,192828212,5
2023,188708844,5
2023,192828396,5
2023,192828247,5
2023,192828248,5
2023,192828292,5
2023,192828339,5
2023,192828390,5
2023,192828376,4
2023,188708856,4
2023,190222160,5
2023,192828437,5
2023,188709140,5
2023,188708869,5
2023,195076818,4
2023,188709069,4
2023,195076897,4
2023,188709139,4
2023,195076924,4
2023,188708914,4
2023,195076963,5
2023,191718704,5
2023,188709233,4
2023,195076770,5
2023,195076808,5
2023,195076886,5
2023,195076887,5
2023,195076888,5
2023,195076941,5
2023,188709332,4
2023,188709333,5
2023,195076784,1
2023,195076785,4
2023,195076823,5
2023,188709448,4
2023,195076816,4
2023,188709349,5
2023,192828280,4
2023,192828281,4
2023,188709403,4
2023,188709404,4
2023,195076945,5
2023,195076961,5
2023,195077016,4
2023,190222438,4
2023,195076913,5
2023,195076915,5
2023,195076916,5
2023,195076872,4
2023,195076873,4
2023,192828360,2
2023,190222470,4
2023,190222457,5
2023,190222378,4
2023,190222966,2
2023,195076958,4
2023,195076994,5
2023,195077038,5
2023,195077070,4
2023,190222598,5
2023,195077126,4
2023,195077127,4
2023,195076927,5
2023,195076928,5
2023,195076968,4
2023,195076973,5
2023,195077054,5
2023,195077059,4
2023,190222647,5
2023,190222648,5
2023,195076943,5
2023,195076955,4
2023,195076997,5
2023,190222734,4
2023,190222735,5
2023,190222665,4
2023,190222681,5
2023,190222659,4
2023,190222752,5
2023,190222753,5
2023,190222820,5
2023,195077071,5
2023,191718327,5
2023,191718328,5
2023,195077125,4
2023,195076966,4
2023,195077006,4
2023,195077046,5
2023,195077084,5
2023,195077231,5
2023,190222960,4
2023,190222880,4
2023,195077305,5
2023,195077101,4
2023,195077143,4
2023,195077192,5
2023,195077193,5
2023,190223157,5
2023,190223260,5
2023,190223313,6
2023,195077062,5
2023,190223054,4
2023,190223084,5
2023,196793385,5
2023,196793386,5
2023,196793411,5
2023,190223297,4
2023,196793516,5
2023,196793548,5
2023,196793376,5
2023,196793377,5
2023,191718380,5
2023,190223354,5
2023,196793458,5
2023,190223176,5
2023,190223177,5
2023,196793471,5
2023,196793502,4
2023,190223344,6
2023,196793549,5
2023,196793431,5
2023,196793461,4
2023,190223622,2
2023,202696613,4
2023,202696615,4
2023,196793494,5
2023,196793529,5
2023,191718429,5
2023,196793564,5
2023,196793550,5
2023,196793666,5
2023,196793725,5
2023,196793726,5
2023,196793472,4
2023,196793504,4
2023,191718776,4
2023,196793555,4
2023,196793579,5
