data_year,criminal_act_id,offense_id
2023,9,204595105
2023,9,221986046
2023,9,221986082
2023,9,204595055
2023,9,199185207
2023,6,199185220
2023,9,199185237
2023,3,221986108
2023,6,221986108
2023,9,221986140
2023,9,199184520
2023,9,221986177
2023,6,221986220
2023,9,199184565
2023,6,199184607
2023,9,221986060
2023,9,221986095
2023,9,221986136
2023,9,199184659
2023,9,221986159
2023,9,199184699
2023,9,221986189
2023,9,221986226
2023,9,199184658
2023,9,221986084
2023,9,221986388
2023,6,199184709
2023,9,221986428
2023,9,221986077
2023,6,215733219
2023,6,215732864
2023,6,215732893
2023,6,215732956
2023,6,215732998
2023,6,199184787
2023,6,199184788
2023,6,221986113
2023,9,199184848
2023,6,221986154
2023,9,221986181
2023,9,199184874
2023,9,199184875
2023,6,199184852
2023,9,221986227
2023,9,204595131
2023,9,221986281
2023,9,199184917
2023,9,221986658
2023,11,221986131
2023,9,221986182
2023,9,204595188
2023,7,211189699
2023,9,199185001
2023,9,221986238
2023,9,199185599
2023,9,221986275
2023,9,204595171
2023,6,221986323
2023,9,221986212
2023,9,221986261
2023,9,221986130
2023,9,221986164
2023,9,221986198
2023,6,221986234
2023,8,221986234
2023,9,204595178
2023,9,221986278
2023,9,221986128
2023,9,221986163
2023,6,199185276
2023,9,221986206
2023,9,221986235
2023,9,199185158
2023,9,221986269
2023,6,221986121
2023,8,221986121
2023,6,221986122
2023,8,221986122
2023,9,221986143
2023,6,213186028
2023,6,204595286
2023,7,204595286
2023,6,204595287
2023,9,207211586
2023,9,207211587
2023,6,199185205
2023,9,221986184
2023,4,221986216
2023,6,221986254
2023,8,221986291
2023,9,199185281
2023,9,199185329
2023,9,199185404
2023,9,199185401
2023,2,207211620
2023,9,204595343
2023,9,204595344
2023,9,221986347
2023,9,221986179
2023,9,204595230
2023,9,215733252
2023,9,221986214
2023,9,201088961
2023,9,221986255
2023,9,201088880
2023,6,221986256
2023,8,221986333
2023,9,221986260
2023,9,221986309
2023,9,221986393
2023,9,221986372
2023,9,221986410
2023,9,201089037
2023,9,201089062
2023,9,221986241
2023,9,221986280
2023,9,221986319
2023,9,221986355
2023,9,223570776
2023,6,201088992
2023,6,201088993
2023,6,223570846
2023,9,223570884
2023,9,223570942
2023,9,223570975
2023,9,223570893
2023,9,223571057
2023,9,223570877
2023,9,223570921
2023,9,223570968
2023,9,223570925
2023,9,223570987
2023,9,223570957
2023,9,223571008
2023,9,223571060
2023,6,223570926
2023,9,223570966
2023,9,201089267
2023,8,223570965
2023,9,223571006
2023,9,201089238
2023,6,201089273
2023,6,201089274
2023,6,201089320
2023,9,223571046
2023,9,223571075
2023,9,223571124
2023,9,223571106
2023,9,223571160
2023,9,223571208
2023,4,223571063
2023,9,201089364
2023,9,201089411
2023,3,217133549
2023,9,201089355
2023,9,201089437
2023,9,201089534
2023,9,209467882
2023,9,201089561
2023,9,203085017
2023,9,201089518
2023,6,201089606
2023,6,201089658
2023,3,201089654
2023,9,201089804
2023,9,201089656
2023,9,201089769
2023,9,201089721
2023,9,201089773
2023,9,201089821
2023,9,206101798
2023,9,201089878
2023,9,201089836
2023,9,201089869
2023,9,201089800
2023,9,201089888
2023,9,201089902
2023,9,201089982
2023,6,201089822
2023,9,201089840
2023,9,201089927
2023,2,206101810
2023,4,206101810
2023,9,209467848
2023,9,203085198
2023,6,207211545
2023,9,203085094
2023,9,207211582
2023,6,203085141
2023,6,203085142
2023,6,207211674
2023,9,203085166
2023,6,203085254
2023,9,207211708
2023,9,207211739
2023,6,206101915
2023,9,203085165
2023,9,207211578
2023,9,207211625
2023,9,207211679
2023,9,207211516
2023,9,207211716
2023,9,207211535
2023,9,207211570
2023,9,203085327
2023,9,207211608
2023,9,207211641
2023,6,207211771
2023,6,203085423
2023,9,207211551
2023,9,203085460
2023,9,207211599
2023,9,206101421
2023,8,211189728
2023,4,207211629
2023,9,207211723
2023,9,207211580
2023,9,207211617
2023,6,203085567
2023,7,203085567
2023,7,203085568
2023,9,207211689
2023,9,207211789
2023,9,207211597
2023,9,203085590
2023,6,203085591
2023,6,203085612
2023,9,207211634
2023,9,207211680
2023,9,203085651
2023,9,207211861
2023,9,207211712
2023,9,207211840
2023,9,203085664
2023,9,207211904
2023,9,203085948
2023,9,203085676
2023,6,215733006
2023,6,203085713
2023,9,209467938
2023,6,203085792
2023,9,203085873
2023,9,209468021
2023,9,203085947
2023,9,203085719
2023,9,209468090
2023,6,209468091
2023,6,209468092
2023,9,206101837
2023,9,203086032
2023,9,209467891
2023,9,209467933
2023,9,209468011
2023,9,209468063
2023,9,203086126
2023,9,209467904
2023,9,209467944
2023,6,209467980
2023,6,209468033
2023,9,209467894
2023,6,203086119
2023,9,203086236
2023,9,203086142
2023,9,207211744
2023,6,209467974
2023,6,209468006
2023,9,203086196
2023,4,209468030
2023,9,209468069
2023,6,209468059
2023,6,204595395
2023,9,209468087
2023,9,209468139
2023,6,213186102
2023,6,213186103
2023,9,204595662
2023,9,209468044
2023,9,209467998
2023,9,204595715
2023,9,209468038
2023,9,204595700
2023,9,204595691
2023,9,204595602
2023,6,215733003
2023,9,204596185
2023,9,209468084
2023,9,209468118
2023,9,209468161
2023,9,209468188
2023,9,204595828
2023,9,209468249
2023,9,209468050
2023,9,209468096
2023,9,209468102
2023,6,209468140
2023,9,209468180
2023,9,204595883
2023,6,209468236
2023,6,204596122
2023,9,209468067
2023,9,209468081
2023,9,209468120
2023,9,204595966
2023,9,204595884
2023,8,219490455
2023,6,223586319
2023,6,211206401
2023,6,222005267
2023,3,213218567
2023,8,213218568
2023,3,219490311
2023,6,219490345
2023,6,219490346
2023,8,206139494
2023,8,206139495
2023,3,211206443
2023,3,211206215
2023,6,211206263
2023,6,211206264
2023,3,211206434
2023,6,211206435
2023,6,211206248
2023,2,206139598
2023,8,207239522
2023,6,213218577
2023,6,213218578
2023,6,219490576
2023,3,219490304
2023,8,206139747
2023,8,206139751
2023,6,206139798
2023,6,222005263
2023,6,206140250
2023,6,206140251
2023,3,219490507
2023,6,219490556
2023,6,219490557
2023,2,211206360
2023,3,215751932
2023,6,211206488
2023,3,222005210
2023,9,207239615
2023,3,215751910
2023,6,207239731
2023,6,211206591
2023,6,211206487
2023,6,207239861
2023,6,211206372
2023,6,211206373
2023,3,219490476
2023,6,211206440
2023,6,211206441
2023,6,213218585
2023,11,211206701
2023,11,211206702
2023,6,211206703
2023,8,211206704
2023,8,211206705
2023,3,215751770
2023,6,215751900
2023,6,215751901
2023,6,207239954
2023,6,207239987
2023,6,211206662
2023,6,209486105
2023,6,223586375
2023,6,209486116
2023,6,209486117
2023,3,222005243
2023,6,222005269
2023,6,222005270
2023,6,211206676
2023,3,222005351
2023,3,222005182
2023,3,215751875
2023,6,215751876
2023,6,209486431
2023,6,209486283
2023,3,215752545
2023,6,215752546
2023,6,215752547
2023,6,215751862
2023,6,215751863
2023,3,219490578
2023,6,211206942
2023,6,211206943
2023,6,215751938
2023,6,215751939
2023,6,211206545
2023,6,209486790
2023,6,211206599
2023,6,211206600
2023,6,209486424
2023,6,209486425
2023,6,209486426
2023,9,209486465
2023,6,219490291
2023,6,211206696
2023,3,211206466
2023,6,215752261
2023,3,222005275
2023,3,222005336
2023,8,211206633
2023,6,209486618
2023,6,209486619
2023,6,209486676
2023,6,209486672
2023,8,209486673
2023,3,223586251
2023,3,215752037
2023,3,215752082
2023,6,213218860
2023,6,211206913
2023,3,215752129
2023,6,222005196
2023,6,215752175
2023,6,215752176
2023,6,223586220
2023,3,215752079
2023,3,219490298
2023,6,219490361
2023,6,222005247
2023,6,222005562
2023,6,222005564
2023,6,222005565
2023,6,211206929
2023,3,215752062
2023,6,215752063
2023,6,215752064
2023,6,215752113
2023,3,211207113
2023,6,211207189
2023,6,211207190
2023,6,211207191
2023,3,211206922
2023,6,211206923
2023,3,223586252
2023,3,219490484
2023,3,219490540
2023,6,215752115
2023,6,215752116
2023,6,211207233
2023,3,215752157
2023,6,215752158
2023,3,223586314
2023,6,211207204
2023,6,219490583
2023,4,219490590
2023,6,211207562
2023,6,211207563
2023,6,215752199
2023,6,215752200
2023,6,211207125
2023,6,211207126
2023,6,223586366
2023,6,223586367
2023,6,211207129
2023,6,211207130
2023,6,211207131
2023,3,211207171
2023,6,211207343
2023,6,211207344
2023,8,219490489
2023,6,215752434
2023,6,211207445
2023,6,211207446
2023,6,222005449
2023,6,222005450
2023,6,219490376
2023,6,211207258
2023,6,219490432
2023,2,219490498
2023,6,213218810
2023,6,213218896
2023,1,211207314
2023,1,213218913
2023,8,213218956
2023,6,213218879
2023,3,219490728
2023,6,219490411
2023,8,213218942
2023,6,223586444
2023,8,219490621
2023,8,215752435
2023,4,215752578
2023,6,213219029
2023,6,213219030
2023,6,213218932
2023,6,213218933
2023,3,219490450
2023,6,213219014
2023,4,219490511
2023,6,213219069
2023,6,222005306
2023,6,215752549
2023,6,222005593
2023,6,219490755
2023,6,215752377
2023,6,215752378
2023,6,219490521
2023,6,219490523
2023,3,215752507
2023,8,215752508
2023,6,215752528
2023,6,215752358
2023,8,215752404
2023,8,215752316
2023,8,219490810
2023,6,215752565
2023,6,215752668
2023,6,215752669
2023,6,215752671
2023,8,215752491
2023,6,215752513
2023,8,219490838
2023,8,219490839
2023,6,215752657
2023,6,215752658
2023,6,215752659
2023,3,215752684
2023,6,215752750
2023,3,215752804
2023,6,223586315
2023,6,219490671
2023,6,222005664
2023,6,222005667
2023,6,219490863
2023,6,219490864
2023,6,215752870
2023,6,223586363
2023,6,215752707
2023,6,215752709
2023,9,219490700
2023,6,219490837
2023,3,219490668
2023,3,219490696
2023,6,223586398
2023,6,219490756
2023,6,219490822
2023,6,219490823
2023,3,219490949
2023,8,219490791
2023,3,219490894
2023,6,219490974
2023,6,219490703
2023,6,219490704
2023,2,219490777
2023,3,219490808
2023,3,219490843
2023,4,219490828
2023,6,219490994
2023,6,219491025
2023,6,219491026
2023,6,219491035
2023,9,219491067
2023,6,219491051
2023,8,219491053
2023,6,219490802
2023,6,219490850
2023,7,219490878
2023,6,219490906
2023,6,222005582
2023,6,219491095
2023,8,219491096
2023,3,219490858
2023,3,219490829
2023,6,219490859
2023,6,219490860
2023,6,219491081
2023,6,219491082
2023,6,222005646
2023,6,219491059
2023,6,223586627
2023,6,223586628
2023,3,219490990
2023,6,223586442
2023,6,223586443
2023,4,222005602
2023,6,219491078
2023,8,223586552
2023,9,222005588
2023,6,222005644
2023,9,223586499
2023,6,219491085
2023,6,222005605
2023,6,219491177
2023,6,219491219
2023,6,219491220
2023,6,223586598
2023,6,223586599
2023,2,222006065
2023,6,199198374
2023,8,199198382
2023,6,199198427
2023,6,203095408
2023,2,201103363
2023,6,201103363
2023,6,201102453
2023,6,201102242
2023,9,201102301
2023,6,201102310
2023,6,203095173
2023,6,203095183
2023,6,203095207
2023,6,219480540
2023,6,219480541
2023,6,221991956
2023,6,204607100
2023,6,219480600
2023,6,219480601
2023,2,209473915
2023,6,204607152
2023,6,206113450
2023,6,204607259
2023,6,219480651
2023,1,219480702
2023,6,219480704
2023,6,204607218
2023,6,204607210
2023,6,207221103
2023,6,206113390
2023,8,221992015
2023,6,219480567
2023,3,207221341
2023,8,209474018
2023,6,207221442
2023,3,207221171
2023,8,219480604
2023,6,207221119
2023,6,209474128
2023,6,209474175
2023,6,213198418
2023,6,213198419
2023,9,213198416
2023,6,213198549
2023,6,213198550
2023,3,213198572
2023,6,213198164
2023,8,213198321
2023,3,219480727
2023,2,213198398
2023,2,213198444
2023,2,213198517
2023,2,219480747
2023,2,215742372
2023,2,213198384
2023,6,213198229
2023,6,213198230
2023,8,219480700
2023,2,217143205
2023,6,213198454
2023,6,213198455
2023,2,217143247
2023,6,215742269
2023,6,215742270
2023,6,215742486
2023,6,215742487
2023,6,215742287
2023,6,215742288
2023,8,215742313
2023,8,219480811
2023,2,215742560
2023,6,217143555
2023,6,217143558
2023,6,219480828
2023,9,221991905
2023,6,219481031
2023,6,219481032
2023,6,219480908
2023,6,219480910
2023,3,219480958
2023,3,219480899
2023,6,219481024
2023,3,219481010
2023,3,223577013
2023,2,221992106
2023,9,223597676
2023,6,209497300
2023,7,209497117
2023,2,211216865
2023,9,201099689
2023,2,213196729
2023,9,223597761
2023,1,203093804
2023,3,222015971
2023,9,207219382
2023,3,207219383
2023,1,203093564
2023,5,213196650
2023,6,199205081
2023,6,207226363
2023,6,207226364
2023,6,223579640
2023,6,206118828
2023,9,206118771
2023,6,199205228
2023,6,199205277
2023,6,206118922
2023,6,206118839
2023,6,206118943
2023,8,199205520
2023,6,206119010
2023,6,206119055
2023,6,199205593
2023,9,199205716
2023,6,199205518
2023,6,207226109
2023,6,207226110
2023,3,199205681
2023,3,199205682
2023,9,206119225
2023,6,199205799
2023,6,199205800
2023,6,199205819
2023,9,204595900
2023,2,204595933
2023,3,204595933
2023,6,204595933
2023,2,204595956
2023,6,204595956
2023,9,204595895
2023,6,209468152
2023,6,213186313
2023,6,213186314
2023,9,204595978
2023,9,209468197
2023,9,204596040
2023,9,209468189
2023,9,206101431
2023,9,209468246
2023,9,209468093
2023,9,209468129
2023,9,209468166
2023,4,209468147
2023,9,209468202
2023,9,209468360
2023,9,204596178
2023,6,204596314
2023,9,204596097
2023,9,209468438
2023,9,209468223
2023,9,209468268
2023,6,204596283
2023,8,204596283
2023,9,209468319
2023,6,206101552
2023,9,204596461
2023,9,204596512
2023,9,209468182
2023,9,204596281
2023,9,204596311
2023,9,211189551
2023,9,211189575
2023,9,204596496
2023,9,211189675
2023,9,211189704
2023,9,211189544
2023,9,206101481
2023,9,211189580
2023,9,211189620
2023,5,211189588
2023,9,204596390
2023,9,211189634
2023,9,211189662
2023,9,204596543
2023,9,211189705
2023,9,211189593
2023,9,211189623
2023,9,204596807
2023,9,217133692
2023,9,211189656
