data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,52274483,,51
2023,51870023,,51
2023,51870029,,51
2023,56823182,,51
2023,51870039,,51
2023,51870049,,51
2023,55057323,,51
2023,55057324,,51
2023,55057327,,51
2023,52274305,,51
2023,52274306,,51
2023,52274307,,51
2023,52274308,,51
2023,52274309,,51
2023,52274310,,51
2023,52566572,,51
2023,53124541,,51
2023,53124542,,51
2023,52274382,,51
2023,55057356,,51
2023,55057417,,51
2023,52274298,,51
2023,51870085,,51
2023,52274312,,51
2023,55057312,,51
2023,55057352,,51
2023,52274338,,51
2023,56160209,,51
2023,52274360,,51
2023,52274487,,51
2023,52274492,,51
2023,52274493,,51
2023,52274494,,51
2023,53573490,,51
2023,56160137,,51
2023,56160152,,51
2023,53573413,,51
2023,52274349,,51
2023,55057310,,1
2023,57258840,,51
2023,52274402,,51
2023,57258909,,1
2023,53573470,,51
2023,56823241,,51
2023,54106911,,51
2023,56160164,,51
2023,52274417,,51
2023,56160174,,51
2023,53573498,,51
2023,53573404,,51
2023,52274416,,51
2023,53573423,,51
2023,53573491,,51
2023,53573492,,51
2023,53573493,,51
2023,53573414,,51
2023,52566443,,4
2023,52274438,,51
2023,53124512,,51
2023,52274481,,51
2023,54106913,,51
2023,56160220,,51
2023,56160157,,51
2023,52274611,,51
2023,52566469,,51
2023,52566448,,51
2023,52566449,,51
2023,52566520,,51
2023,52566521,,51
2023,52274530,,51
2023,52274525,,51
2023,52274531,,51
2023,56160215,,51
2023,52566451,,51
2023,52566474,,51
2023,52566457,,51
2023,52566470,,51
2023,52566480,,51
2023,50529125,,52
2023,50987533,,51
2023,51516849,,51
2023,51516754,,51
2023,51864067,,52
2023,51864083,,51
2023,51864085,,51
2023,52267663,,51
2023,52267670,,51
2023,52267673,,51
2023,52267712,,51
2023,53121069,,51
2023,53121122,,51
2023,53121089,,51
2023,53570443,,51
2023,53570459,,51
2023,54098665,,51
2023,54098625,,51
2023,54098627,,51
2023,54098624,,51
2023,55054525,,51
2023,55054487,,51
2023,56156504,,51
2023,56156519,,51
2023,57255949,,51
2023,50525881,,51
2023,55057361,,51
2023,53573511,,51
2023,52566550,,51
2023,52566467,,51
2023,52566472,,51
2023,52566529,,51
2023,52566636,,51
2023,55057351,,51
2023,52566508,,51
2023,53124603,,51
2023,53573547,,51
2023,53573510,,51
2023,52566548,,51
2023,52566546,,51
2023,53573457,,51
2023,53573489,,51
2023,54106918,,51
2023,52566594,,51
2023,53573592,,3
2023,53573593,,51
2023,55057306,,51
2023,52566557,,51
2023,55057349,,51
2023,52566578,,3
2023,52566593,,3
2023,53124614,,51
2023,53124682,,51
2023,53124616,,51
2023,56823237,,51
2023,56823242,,51
2023,53124703,,51
2023,53573582,,51
2023,56823270,,51
2023,56823274,,51
2023,55057341,,51
2023,55057342,,51
2023,53124710,,51
2023,53124719,,51
2023,56160204,,51
2023,53124671,,51
2023,55057560,,51
2023,52566566,,51
2023,52566579,,51
2023,52566631,,51
2023,53124696,,51
2023,53124711,,51
2023,53573660,,51
2023,53573596,,51
2023,53573669,,51
2023,55057360,,51
2023,53573534,,51
2023,53124810,,51
2023,53573550,,51
2023,53124727,,51
2023,53573589,,51
2023,55057440,,51
2023,57258968,,51
2023,53124759,,51
2023,56160190,,51
2023,55057461,,51
2023,53124822,,51
2023,56823269,,51
2023,53573564,,51
2023,55057455,,51
2023,55057457,,51
2023,53124762,,51
2023,56160219,,51
2023,53124779,,51
2023,57258873,,51
2023,55057394,,51
2023,55057410,,51
2023,54107039,,51
2023,55057424,,51
2023,56823220,,51
2023,54107002,,51
2023,54107003,,51
2023,55057439,,51
2023,57258956,,1
2023,53573567,,51
2023,53573618,,51
2023,54106970,,51
2023,54106992,,51
2023,54106993,,51
2023,53573646,,51
2023,55057409,,51
2023,56160159,,51
2023,56160175,,51
2023,56823238,,51
2023,56823243,,51
2023,56823275,,51
2023,53573685,,51
2023,53573700,,51
2023,53573717,,51
2023,53573731,,51
2023,53573732,,51
2023,56160187,,51
2023,55057401,,51
2023,53573680,,51
2023,55057403,,51
2023,55057421,,51
2023,53573663,,51
2023,57258874,,51
2023,56160200,,51
2023,56160213,,51
2023,53573718,,7
2023,53573726,,51
2023,57258881,,51
2023,57258882,,51
2023,55057420,,51
2023,55057432,,51
2023,57258904,,51
2023,53573747,,51
2023,56160223,,51
2023,53573684,,51
2023,55057451,,51
2023,56160227,,51
2023,55057443,,51
2023,53573746,,51
2023,57258930,,51
2023,57258931,,51
2023,53573712,,51
2023,54106989,,51
2023,54106990,,51
2023,54107044,,51
2023,53573723,,3
2023,53573738,,51
2023,55057523,,51
2023,54107054,,51
2023,54107060,,51
2023,54107063,,51
2023,54107064,,51
2023,54107065,,51
2023,53573705,,51
2023,56823300,,51
2023,54107011,,51
2023,56160185,,51
2023,56160186,,51
2023,56160202,,51
2023,54107013,,51
2023,54107014,,51
2023,54107015,,51
2023,54107012,,51
2023,54107018,,51
2023,54107034,,51
2023,54107045,,51
2023,54107055,,51
2023,54107076,,51
2023,56160253,,51
2023,56160184,,3
2023,54107069,,3
2023,54107070,,51
2023,54107083,,51
2023,54107078,,51
2023,55057452,,51
2023,54107066,,51
2023,54107067,,51
2023,55057499,,51
2023,56160194,,51
2023,56823252,,51
2023,56160217,,51
2023,54107151,,51
2023,55057556,,51
2023,55057464,,51
2023,56160259,,51
2023,56160207,,51
2023,56160208,,51
2023,55057531,,51
2023,55057554,,51
2023,57258935,,51
2023,55057478,,51
2023,55057517,,51
2023,55057520,,51
2023,54107110,,51
2023,54107115,,51
2023,54107128,,51
2023,55057484,,4
2023,55057574,,51
2023,55057580,,51
2023,55057549,,51
2023,56823296,,51
2023,56823318,,51
2023,56160280,,51
2023,55057596,,51
2023,55057591,,51
2023,56823345,,5
2023,57258905,,51
2023,57258906,,51
2023,56160241,,51
2023,55057679,,51
2023,56823372,,51
2023,56160289,,51
2023,55057613,,51
2023,55057622,,51
2023,55057627,,51
2023,55057605,,51
2023,55057610,,51
2023,55057616,,51
2023,55057619,,51
2023,56160284,,3
2023,55057573,,51
2023,56160308,,51
2023,56160257,,51
2023,56160260,,51
2023,56160269,,51
2023,56160282,,51
2023,56160228,,51
2023,56160229,,51
2023,56160230,,51
2023,56160249,,51
2023,56160272,,51
2023,56160288,,51
2023,56160293,,51
2023,56160294,,51
2023,56160312,,51
2023,56160240,,51
2023,56160248,,51
2023,56160232,,51
2023,57259007,,51
2023,57259008,,51
2023,56160265,,51
2023,56160235,,51
2023,56160264,,51
2023,56160292,,51
2023,56160309,,51
2023,56160311,,51
2023,56160258,,51
2023,56160327,,51
2023,57258950,,51
2023,56823359,,51
2023,56160300,,51
2023,57258978,,51
2023,56160322,,51
2023,56160349,,51
2023,56160273,,3
2023,56160291,,51
2023,56160298,,51
2023,56160299,,51
2023,56823342,,51
2023,56160346,,51
2023,56160347,,51
2023,56160283,,53
2023,56823364,,51
2023,56160316,,51
2023,56160356,,3
2023,56160310,,51
2023,56160319,,51
2023,56160330,,51
2023,56160370,,51
2023,56160371,,51
2023,56160305,,51
2023,56160338,,51
2023,56160348,,51
2023,56160315,,51
2023,56160353,,51
2023,56823320,,51
2023,56160391,,51
2023,57259001,,51
2023,56160323,,51
2023,56160389,,51
2023,56160394,,51
2023,56160320,,51
2023,57259053,,51
2023,56823361,,51
2023,56160398,,51
2023,56823425,,51
2023,57258976,,51
2023,56160366,,51
2023,56160331,,51
2023,56160336,,51
2023,56160337,,51
2023,56160417,,51
2023,52274553,,51
2023,56160344,,51
2023,56160355,,51
2023,57259129,,51
2023,57259130,,51
2023,57259162,,51
2023,57259163,,51
2023,56160361,,51
2023,50529459,,51
2023,50529453,,51
2023,50529466,,51
2023,50529471,,51
2023,50987891,,51
2023,50987892,,51
2023,50987893,,51
2023,50529441,,51
2023,50529443,,51
2023,50529447,,51
2023,50529448,,51
2023,50529449,,51
2023,50529454,,51
2023,50529455,,51
2023,50529456,,51
2023,50529465,,51
2023,50529470,,51
2023,50529472,,51
2023,50529474,,51
2023,51517046,,51
2023,50987895,,51
2023,50987896,,51
2023,50529461,,51
2023,50987939,,51
2023,50987741,,51
2023,50529486,,51
2023,50529487,,51
2023,56157113,,51
2023,50529625,,51
2023,50987750,,51
2023,50987755,,51
2023,50987768,,51
2023,50987777,,51
2023,50987785,,51
2023,50987790,,51
2023,50987798,,51
2023,50987769,,51
2023,51516994,,51
2023,50987799,,51
2023,50987800,,51
2023,50987806,,51
2023,50987761,,51
2023,50987762,,51
2023,50987782,,51
2023,50987816,,51
2023,50987775,,51
2023,50987776,,51
2023,51516973,,53
2023,51516977,,51
2023,51516982,,51
2023,51516988,,51
2023,51516992,,51
2023,51516993,,51
2023,51864334,,51
2023,51864335,,51
2023,51516998,,51
2023,56157106,,3
2023,56157108,,1
2023,51516999,,51
2023,51517000,,51
2023,56819350,,51
2023,56819351,,51
2023,51517010,,51
2023,50525871,,51
2023,50525895,,51
2023,50525897,,51
2023,50526100,,51
2023,50526103,,51
2023,50526108,,51
2023,50525915,,51
2023,50525919,,52
2023,56154890,,51
2023,50525950,,51
2023,50525923,,51
2023,50525942,,51
2023,50525959,,51
2023,50525971,,51
2023,50525990,,51
2023,50526009,,51
2023,50526017,,52
2023,50526017,,53
2023,50526012,,51
2023,50526028,,51
2023,50526036,,51
2023,53568970,,51
2023,50526049,,51
2023,50526189,,51
2023,51514288,,51
2023,51861090,,51
2023,51514318,,51
2023,50526091,,51
2023,51514300,,51
2023,50526096,,51
2023,56817262,,51
2023,54095645,,51
2023,51861123,,51
2023,50526131,,51
2023,52559047,,51
2023,50526099,,3
2023,52264678,,51
2023,50984688,,51
2023,50526117,,51
2023,50526143,,51
2023,50526142,,51
2023,51861139,,51
2023,50526147,,51
2023,55052144,,51
2023,50984693,,51
2023,50984705,,51
2023,50984690,,51
2023,56817305,,51
2023,50984711,,51
2023,50984722,,51
2023,50984728,,51
2023,50984712,,51
2023,50984713,,51
2023,50984724,,51
2023,57254195,,51
2023,57254196,,51
2023,57254150,,51
2023,57254151,,51
2023,57254165,,51
2023,57254174,,51
2023,57254170,,51
2023,57254192,,51
2023,50984754,,51
2023,50984759,,51
2023,51514252,,51
2023,50984779,,51
2023,55528608,,51
2023,55528609,,51
2023,51861133,,51
2023,51861145,,51
2023,51861249,,51
2023,51514239,,51
2023,50984781,,51
2023,50984788,,51
2023,51514244,,51
2023,51514248,,51
2023,51514251,,51
2023,51514260,,51
2023,50984847,,51
2023,50984871,,51
2023,50984870,,51
2023,50984931,,51
2023,50984888,,51
2023,50984898,,51
2023,50984908,,51
2023,50984907,,51
2023,50984927,,51
2023,51514258,,51
2023,52264824,,51
2023,53568974,,51
2023,51514268,,51
2023,52559064,,51
2023,53119703,,51
2023,51514279,,51
2023,51514289,,3
2023,52264847,,51
2023,51514278,,51
2023,51514295,,51
2023,51514301,,51
2023,51861132,,51
2023,51514323,,51
2023,53568976,,51
2023,51514316,,51
2023,51514346,,3
2023,51514353,,51
2023,51514324,,51
2023,51514365,,51
2023,52264738,,51
2023,51514369,,51
2023,51861141,,51
2023,51861146,,51
2023,51514421,,51
2023,51514371,,51
2023,55052083,,51
2023,51514380,,51
2023,51514403,,51
2023,51514390,,51
2023,51514408,,51
2023,51514394,,51
2023,51514409,,51
2023,51514420,,51
2023,51514381,,51
2023,51861192,,51
2023,51861193,,51
2023,51861202,,51
2023,51861210,,51
2023,52264831,,51
2023,51514437,,51
2023,51514457,,51
2023,51514460,,51
2023,52559091,,51
2023,52265085,,51
2023,52265086,,51
2023,52559152,,51
2023,53119748,,51
2023,53119755,,51
2023,51514481,,51
2023,51514499,,51
2023,51514464,,51
2023,51514466,,51
2023,52559097,,51
2023,51514473,,51
2023,51514474,,51
2023,51861156,,51
2023,52264712,,51
2023,52264722,,51
2023,52559110,,51
2023,54095658,,51
2023,51861201,,51
2023,51861224,,51
2023,51861234,,51
2023,52559116,,51
2023,51861229,,52
2023,51861227,,51
2023,56817322,,51
2023,51861207,,51
2023,51861378,,51
2023,56154927,,51
2023,56154928,,51
2023,51861347,,3
2023,51861348,,51
2023,52264731,,51
2023,51861299,,51
2023,51861272,,51
2023,51861277,,51
2023,51861290,,51
2023,51861275,,51
2023,52264739,,51
2023,52264760,,51
2023,52264707,,51
2023,54095704,,51
2023,51861304,,51
2023,56154949,,51
2023,52264714,,51
2023,52264716,,51
2023,51861371,,51
2023,51861316,,51
2023,51861327,,51
2023,53119812,,51
2023,51861366,,51
2023,52264726,,51
2023,51861407,,51
2023,51861340,,51
2023,52264737,,51
2023,51861392,,51
2023,51861417,,51
2023,52264763,,51
2023,51861441,,51
2023,51861429,,51
2023,51861456,,51
2023,52264771,,51
2023,51861394,,51
2023,51861406,,51
2023,51861447,,51
2023,52264735,,51
2023,51861464,,51
2023,51861483,,51
2023,53568940,,51
2023,51861422,,51
2023,51861445,,51
2023,52264777,,51
2023,51861451,,51
2023,51861462,,51
2023,53119778,,51
2023,52559163,,51
2023,55528635,,51
2023,55528636,,51
2023,52264848,,51
2023,52264849,,51
2023,52264752,,51
2023,52264784,,52
2023,53568973,,51
2023,52264787,,51
2023,52264791,,51
2023,52264797,,51
2023,53568941,,51
2023,53568955,,51
2023,53119785,,51
2023,52264795,,51
2023,52264800,,51
2023,52264845,,51
2023,52559105,,51
2023,52559118,,51
2023,52264821,,51
2023,52559134,,51
2023,52264809,,51
2023,52264815,,51
2023,52264819,,51
2023,52264838,,51
2023,52264840,,52
2023,52559147,,51
2023,52264957,,51
2023,57254266,,51
2023,52265002,,51
2023,52265013,,51
2023,53568951,,51
2023,52264850,,51
2023,52264852,,51
2023,52264855,,51
2023,56154970,,51
2023,56154971,,51
2023,52264878,,51
2023,56817336,,51
2023,53119762,,51
2023,56154919,,51
2023,52559153,,51
2023,55052151,,51
2023,52264919,,51
2023,52264927,,51
2023,52264934,,51
2023,55052167,,51
2023,56154923,,51
2023,52264956,,51
2023,52264973,,51
2023,57254283,,51
2023,52264923,,51
2023,52559113,,51
2023,56817303,,51
2023,52264925,,51
2023,53568962,,51
2023,52265003,,51
2023,52264982,,51
2023,52559211,,51
2023,52559148,,51
2023,52265040,,51
2023,55052148,,51
2023,55052149,,51
2023,52265024,,51
2023,52265019,,51
2023,52265072,,4
2023,52265073,,4
2023,52265067,,51
2023,52559154,,51
2023,52559165,,51
2023,52265164,,51
2023,52559178,,51
2023,52265183,,51
2023,53568969,,51
2023,52265139,,51
2023,52265128,,52
2023,52559158,,51
2023,52559164,,51
2023,53119790,,51
2023,52559130,,51
2023,52559131,,51
2023,52559168,,51
2023,52559157,,51
2023,52559172,,52
2023,52559181,,51
2023,52559187,,51
2023,52559188,,51
2023,52559223,,3
2023,52559199,,51
2023,52559206,,51
2023,52559242,,51
2023,52559207,,51
2023,52559240,,51
2023,57254233,,51
2023,52559220,,51
2023,52559253,,51
2023,52559262,,51
2023,52559289,,51
2023,52559292,,51
2023,52559256,,51
2023,52559265,,51
2023,52559408,,51
2023,52559269,,52
2023,53119805,,51
2023,52559297,,51
2023,52559348,,51
2023,52559349,,51
2023,52559259,,51
2023,55052178,,52
2023,52559281,,51
2023,56154955,,51
2023,52559296,,3
2023,53119814,,51
2023,53119833,,51
2023,53119777,,51
2023,52559287,,3
2023,53119784,,51
2023,53119798,,51
2023,53119808,,51
2023,53119821,,51
2023,53119832,,51
2023,53119845,,51
2023,53119853,,51
2023,52559324,,51
2023,53569008,,51
2023,53119820,,51
2023,52559332,,51
2023,53119828,,51
2023,53119840,,51
2023,53119793,,51
2023,53119806,,51
2023,52559343,,51
2023,53119819,,51
2023,52559353,,51
2023,52559355,,51
2023,52559360,,51
2023,53119843,,51
2023,53119795,,51
2023,53119813,,51
2023,53569048,,51
2023,53569049,,51
2023,53119846,,51
2023,53119870,,51
2023,53119841,,51
2023,53119869,,53
2023,53119848,,51
2023,53119857,,51
2023,53119865,,51
2023,53119866,,51
2023,53119876,,51
2023,53119860,,51
2023,53119880,,53
2023,53119862,,51
2023,53568984,,51
2023,53119861,,51
2023,53119914,,51
2023,53119879,,51
2023,53119893,,51
2023,53119913,,51
2023,53119881,,51
2023,53119889,,51
2023,53119898,,51
2023,53120074,,51
2023,54095644,,51
2023,53119896,,51
2023,53119940,,51
2023,53119915,,51
2023,53119938,,51
2023,53119956,,52
2023,56817339,,51
2023,53119951,,51
2023,53119958,,51
2023,53119929,,51
2023,57254285,,51
2023,53119955,,51
2023,53119961,,51
2023,53119960,,51
2023,55052101,,51
2023,55052102,,51
2023,53568978,,51
2023,53119984,,51
2023,53568987,,51
2023,53119959,,51
2023,53569002,,51
2023,53119962,,51
2023,53119963,,51
2023,53119949,,51
2023,53119954,,51
2023,53119972,,51
2023,54095674,,51
2023,53569024,,51
2023,53119981,,53
2023,53119969,,51
2023,53568981,,51
2023,54095614,,51
2023,53569030,,51
