data_year,weapon_id,offense_id,nibrs_weapon_id
2023,42,209504241,
2023,41,211229314,
2023,42,211229368,
2023,31,209504388,
2023,42,209504120,
2023,41,209504184,
2023,41,209504301,
2023,42,211229270,
2023,3,209504349,
2023,1,211229497,
2023,42,209504152,
2023,4,213215918,
2023,39,211229547,
2023,41,209504194,
2023,41,211229530,
2023,41,209504287,
2023,39,209504344,
2023,42,223616775,
2023,41,222031947,
2023,41,211229333,
2023,41,222031976,
2023,32,211229449,
2023,4,223616825,
2023,41,217152492,
2023,41,211229383,
2023,41,211229444,
2023,38,213215882,
2023,3,211229482,
2023,3,222031979,
2023,42,223616890,
2023,42,223616779,
2023,21,211229381,
2023,41,223616866,
2023,42,223616910,
2023,42,223616949,
2023,3,223616982,
2023,41,223616801,
2023,3,215778675,
2023,42,213216077,
2023,39,211229339,
2023,42,213216102,
2023,41,211229486,
2023,41,222031912,
2023,42,213216129,
2023,42,211229600,
2023,41,223616827,
2023,41,223616852,
2023,42,223617039,
2023,41,211229559,
2023,39,213215903,
2023,41,211229384,
2023,3,213215922,
2023,41,211229411,
2023,41,223616872,
2023,42,222031925,
2023,4,222031956,
2023,2,223616937,
2023,41,223616979,
2023,42,223617025,
2023,41,223617047,
2023,42,223616955,
2023,42,217152236,
2023,41,213216082,
2023,39,223616983,
2023,41,223617037,
2023,41,213216059,
2023,41,223617070,
2023,42,215778768,
2023,41,222032101,
2023,42,223617010,
2023,42,222032126,
2023,3,223617100,
2023,42,223617145,
2023,41,223617171,
2023,8,217152366,
2023,42,223617073,
2023,41,223617196,
2023,41,223617093,
2023,21,222032031,
2023,42,223617213,
2023,41,213216471,
2023,41,213216478,
2023,39,223617210,
2023,1,215778485,
2023,1,215778486,
2023,41,215778561,
2023,21,215778564,
2023,42,215778606,
2023,42,215778636,
2023,41,215778737,
2023,39,215778469,
2023,41,215778581,
2023,39,217152486,
2023,42,215778440,
2023,38,215778540,
2023,41,215778729,
2023,41,215778763,
2023,41,215778426,
2023,42,215778489,
2023,38,215778516,
2023,42,215778633,
2023,41,217152423,
2023,42,217152402,
2023,41,222032040,
2023,1,217152749,
2023,41,217152818,
2023,2,223617127,
2023,42,223617117,
2023,42,223617169,
2023,41,223617223,
2023,4,223617262,
2023,6,223617262,
2023,41,222032060,
2023,2,223617225,
2023,4,222032102,
2023,42,223617207,
2023,42,223617142,
2023,42,223617191,
2023,41,217152706,
2023,38,217152706,
2023,41,222032186,
2023,41,222032202,
2023,4,223617178,
2023,39,222032222,
2023,42,222032087,
2023,39,217152874,
2023,42,223617422,
2023,42,223617199,
2023,42,223617264,
2023,42,223617381,
2023,41,217152858,
2023,42,223617424,
2023,41,222032065,
2023,42,223617253,
2023,41,222032134,
2023,42,222032265,
2023,42,223617456,
2023,1,222032161,
2023,1,222032162,
2023,41,222032266,
2023,31,219505845,
2023,42,219505873,
2023,42,222032307,
2023,42,219506004,
2023,38,219505843,
2023,42,222032174,
2023,41,219505898,
2023,6,222032312,
2023,41,219505955,
2023,38,223617244,
2023,41,222032214,
2023,41,222032264,
2023,42,222032322,
2023,42,222032380,
2023,42,222032173,
2023,42,222032185,
2023,3,222032272,
2023,41,222032405,
2023,2,222032278,
2023,42,222032386,
2023,41,222032373,
2023,41,219506168,
2023,1,223617376,
2023,39,222032217,
2023,41,222032346,
2023,39,222032298,
2023,41,219506107,
2023,41,222032396,
2023,41,222032437,
2023,42,222032256,
2023,42,201109104,
2023,41,201109044,
2023,41,204615646,
2023,42,204615463,
2023,41,222023805,
2023,41,207226935,
2023,42,207226993,
2023,31,207227039,
2023,41,209501671,
2023,41,209501672,
2023,41,209501324,
2023,38,209501577,
2023,38,209501632,
2023,41,209501374,
2023,42,209501467,
2023,42,215773796,
2023,3,213206150,
2023,38,215773776,
2023,41,215773777,
2023,38,215773778,
2023,38,215773779,
2023,39,217148490,
2023,31,219503204,
2023,41,219503246,
2023,3,199201229,
2023,3,199201343,
2023,38,201104065,
2023,38,204609218,
2023,1,207222887,
2023,1,209499637,
2023,41,209498667,
2023,5,209498669,
2023,3,211218087,
2023,5,211218087,
2023,3,211218147,
2023,5,211218147,
2023,1,211218185,
2023,41,211218382,
2023,41,209498647,
2023,39,211218159,
2023,39,211218160,
2023,4,206100651,
2023,38,211188953,
2023,38,217132943,
2023,31,206100725,
2023,3,209466643,
2023,39,201088882,
2023,41,199190677,
2023,41,201088982,
2023,41,203084860,
2023,41,199190720,
2023,21,211188538,
2023,39,211188539,
2023,38,201088953,
2023,41,201089003,
2023,41,199190745,
2023,41,201089114,
2023,3,201088987,
2023,41,213179582,
2023,41,201089129,
2023,1,221984272,
2023,41,201089070,
2023,41,203084066,
2023,41,206101050,
2023,9,201089108,
2023,41,201089602,
2023,41,201089183,
2023,41,201089334,
2023,3,201089386,
2023,41,201089192,
2023,41,201089250,
2023,39,201089322,
2023,41,201089359,
2023,3,219470371,
2023,1,204595512,
2023,41,201089517,
2023,41,201089496,
2023,41,203084098,
2023,3,204595396,
2023,41,201089933,
2023,41,206100883,
2023,41,203084178,
2023,39,206101116,
2023,41,201089598,
2023,41,201089554,
2023,3,206101300,
2023,38,201089798,
2023,41,204595564,
2023,41,213179756,
2023,21,201089730,
2023,1,207207138,
2023,41,201089866,
2023,41,201089690,
2023,3,221984273,
2023,41,201089867,
2023,3,201090002,
2023,41,201089765,
2023,41,201089766,
2023,41,201089880,
2023,3,201089907,
2023,41,201089945,
2023,38,201089959,
2023,21,201089958,
2023,38,201090083,
2023,3,201090097,
2023,41,206101184,
2023,41,201090047,
2023,41,206101470,
2023,3,204595333,
2023,41,201090155,
2023,39,217130834,
2023,41,209466724,
2023,41,201090341,
2023,38,201090242,
2023,41,201090409,
2023,41,201090426,
2023,41,206102654,
2023,41,204595863,
2023,41,201090380,
2023,41,201090340,
2023,41,201090374,
2023,41,201090385,
2023,41,201090407,
2023,39,223569994,
2023,3,213179566,
2023,41,201090573,
2023,42,201090625,
2023,41,219470520,
2023,39,204595162,
2023,41,203084365,
2023,39,201090596,
2023,41,201090632,
2023,41,206101301,
2023,39,204595356,
2023,41,204595385,
2023,41,201090802,
2023,32,201090696,
2023,38,201090785,
2023,41,204595942,
2023,3,201090828,
2023,41,201090897,
2023,41,201091047,
2023,41,203084195,
2023,41,201090898,
2023,41,201090867,
2023,39,201091008,
2023,41,201091061,
2023,39,201091091,
2023,3,206101548,
2023,38,203084237,
2023,41,201090900,
2023,3,204595291,
2023,3,203084356,
2023,1,207206996,
2023,41,201091267,
2023,41,201090967,
2023,41,223570145,
2023,41,203084221,
2023,41,201091300,
2023,41,201091347,
2023,41,201091512,
2023,39,201091512,
2023,21,215735863,
2023,41,203084426,
2023,3,201091516,
2023,3,206101229,
2023,3,201092108,
2023,3,204595456,
2023,39,201091446,
2023,21,203084274,
2023,41,203084279,
2023,31,207207124,
2023,21,206101355,
2023,41,204595330,
2023,41,201091629,
2023,21,203084261,
2023,41,201091710,
2023,41,201091600,
2023,39,201091719,
2023,41,201091756,
2023,3,217130751,
2023,3,209466874,
2023,41,201092393,
2023,21,201091610,
2023,41,201091703,
2023,39,201091703,
2023,41,201091636,
2023,41,201091716,
2023,41,201091771,
2023,41,201091794,
2023,41,201091784,
2023,41,219470441,
2023,41,201091783,
2023,41,207207006,
2023,41,201091823,
2023,39,209467095,
2023,1,215735683,
2023,39,203084262,
2023,41,201091938,
2023,3,201091949,
2023,3,201091950,
2023,39,209466894,
2023,41,201091962,
2023,41,203084293,
2023,38,203084293,
2023,39,203084293,
2023,1,206101234,
2023,3,217130843,
2023,3,221984280,
2023,1,206101510,
2023,41,201091912,
2023,3,221984263,
2023,41,221984264,
2023,41,203084338,
2023,3,215735820,
2023,3,215735822,
2023,5,215735822,
2023,1,223570083,
2023,41,201091991,
2023,41,201092044,
2023,41,209467017,
2023,1,211188553,
2023,41,201092132,
2023,1,213179741,
2023,3,203084267,
2023,41,203084476,
2023,41,203084477,
2023,41,219470356,
2023,41,201092164,
2023,41,201092169,
2023,41,201092442,
2023,41,204595911,
2023,41,201092763,
2023,3,201092254,
2023,3,215735604,
2023,38,201092304,
2023,38,201092707,
2023,41,201092333,
2023,3,207207122,
2023,3,209466967,
2023,41,215735896,
2023,3,215735898,
2023,3,209466681,
2023,41,201092500,
2023,41,201092573,
2023,41,204595574,
2023,41,221984305,
2023,41,209466722,
2023,41,203084549,
2023,3,221984320,
2023,3,211188616,
2023,41,201092677,
2023,41,203084432,
2023,3,211188690,
2023,5,209466667,
2023,41,201092688,
2023,41,204596384,
2023,41,204595731,
2023,3,204595864,
2023,3,204595871,
2023,41,201094075,
2023,41,209466765,
2023,41,203084691,
2023,41,203085210,
2023,41,207207172,
2023,41,223570109,
2023,38,204596254,
2023,38,204595569,
2023,41,203084417,
2023,3,204595606,
2023,38,201092872,
2023,41,201092875,
2023,41,203084388,
2023,41,206101914,
2023,21,203084603,
2023,38,201092959,
2023,41,203084462,
2023,41,207207183,
2023,38,203084395,
2023,41,201093039,
2023,38,203084406,
2023,3,203084412,
2023,41,201093043,
2023,41,201093090,
2023,42,207207706,
2023,41,201093108,
2023,39,201093108,
2023,38,201093237,
2023,41,201093290,
2023,41,207207186,
2023,38,203084830,
2023,3,217130877,
2023,41,203084898,
2023,1,219470404,
2023,38,201093598,
2023,41,207207201,
2023,41,203084841,
2023,41,204595723,
2023,41,203084464,
2023,41,203084498,
2023,41,204596197,
2023,41,207207440,
2023,38,207207444,
2023,41,204596363,
2023,3,204596365,
2023,41,203084601,
2023,39,203084468,
2023,41,217130905,
2023,3,207207147,
2023,41,203084722,
2023,41,203084751,
2023,41,207207129,
2023,3,219470434,
2023,41,203085035,
2023,41,203085076,
2023,3,203085077,
2023,38,203084529,
2023,3,203084643,
2023,41,204595738,
2023,38,217130872,
2023,41,203084610,
2023,41,203084656,
2023,3,203084597,
2023,41,203084613,
2023,38,206102182,
2023,3,203084557,
2023,5,203084557,
2023,41,203085037,
2023,41,204596265,
2023,38,203085086,
2023,41,207207239,
2023,41,204596300,
2023,41,203085203,
2023,3,207207268,
2023,41,203084592,
2023,42,203084604,
2023,39,203084683,
2023,41,206101383,
2023,1,203084655,
2023,41,203084686,
2023,1,203085181,
2023,3,215735766,
2023,41,204595870,
2023,41,203084852,
2023,41,203084687,
2023,41,203084710,
2023,41,203084724,
2023,41,203084827,
2023,41,207207348,
2023,38,207207348,
2023,41,207207349,
2023,38,203084761,
2023,3,204595798,
2023,3,204595799,
2023,3,203084840,
2023,41,203084821,
2023,41,203084850,
2023,41,203084879,
2023,41,203084901,
2023,39,203084901,
2023,41,203084782,
2023,41,203084784,
2023,41,204595814,
2023,41,203084778,
2023,38,207207389,
2023,41,203084926,
2023,41,203084960,
2023,41,204595892,
2023,41,204596492,
2023,38,204596492,
2023,41,204596594,
2023,3,207207678,
2023,3,203084979,
2023,41,203085009,
2023,41,207207334,
2023,41,206102133,
2023,41,203084924,
2023,3,207207363,
2023,3,213179588,
2023,41,203084948,
2023,1,204596291,
2023,3,204596291,
2023,41,203085003,
2023,41,203085031,
2023,3,203085351,
2023,38,203085121,
2023,3,211188661,
2023,41,207207398,
2023,41,203085030,
2023,41,203086087,
2023,41,211188574,
2023,41,203085117,
2023,41,203085146,
2023,41,203085171,
2023,41,203085193,
2023,41,203085215,
2023,38,207207551,
2023,41,209466762,
2023,41,221984289,
2023,41,206101400,
2023,7,206101401,
2023,41,203085381,
2023,41,207207435,
2023,41,203085395,
2023,3,207207407,
2023,3,207207410,
2023,41,221984314,
2023,41,204596195,
2023,38,204596195,
2023,38,203085336,
2023,3,209466799,
2023,41,203085701,
2023,41,203085709,
2023,3,207207539,
2023,3,207207540,
2023,41,221984335,
2023,41,206101948,
2023,41,203085837,
2023,38,203085297,
2023,39,203085339,
2023,3,203085387,
2023,41,203085495,
2023,41,209466703,
2023,41,204596151,
2023,41,209466716,
2023,39,203085521,
2023,41,203085522,
2023,41,204596382,
2023,36,215736086,
2023,38,203085550,
2023,41,203085576,
2023,39,206101613,
2023,41,203085569,
2023,3,203085617,
2023,21,203085617,
2023,41,203085661,
2023,41,203085479,
2023,41,203085549,
2023,41,206101745,
2023,3,206101746,
2023,41,203085624,
2023,3,204596123,
2023,41,203085602,
2023,41,203085528,
2023,39,207207514,
2023,1,207207667,
2023,41,221984326,
2023,3,211188752,
2023,3,203085705,
2023,38,215735686,
2023,21,203085808,
2023,39,203085954,
2023,41,203085671,
2023,41,203085695,
2023,41,204596129,
2023,1,217130893,
2023,3,204596155,
2023,41,204596369,
2023,41,211188569,
2023,3,203085990,
2023,41,203086001,
2023,41,211188642,
2023,39,209466710,
2023,39,204596499,
2023,39,203086012,
2023,41,203086224,
2023,41,217130976,
2023,41,203086148,
2023,41,203086324,
2023,3,207207736,
2023,41,203086075,
2023,38,204596343,
2023,41,204596344,
2023,41,203086190,
2023,41,203086153,
2023,39,207207574,
2023,41,203086228,
2023,41,207207516,
2023,41,215735708,
2023,41,203086217,
2023,41,203086230,
2023,41,203086266,
2023,41,203086137,
2023,41,204596349,
2023,41,203086215,
2023,41,204596409,
2023,41,203086365,
2023,41,203086291,
2023,41,203086407,
2023,41,204596257,
2023,38,204596257,
2023,41,203086372,
2023,41,203086303,
2023,41,203086497,
2023,3,203086218,
2023,41,203086247,
2023,1,204596388,
2023,3,204596388,
2023,38,203086361,
2023,41,204596549,
2023,3,203086238,
2023,3,209466750,
2023,41,207207755,
2023,3,204596606,
2023,21,215735847,
2023,41,203086413,
2023,41,206101908,
2023,3,217130849,
2023,41,203086513,
2023,41,203086271,
2023,3,203086377,
2023,3,209466761,
2023,41,213179634,
2023,41,206101696,
2023,3,209466780,
2023,38,209466781,
2023,3,206101801,
2023,41,203086295,
2023,41,203086321,
2023,41,203086341,
2023,3,203086495,
2023,38,203086503,
2023,41,203086603,
2023,3,204596470,
2023,41,203086414,
2023,38,203086447,
2023,39,206102211,
2023,41,203086525,
2023,41,203086526,
2023,39,203086304,
2023,41,203086371,
2023,39,203086371,
2023,41,204597745,
2023,41,204596427,
2023,41,203086581,
2023,41,211188618,
2023,41,211188619,
2023,1,217130867,
2023,3,203086560,
2023,41,203086451,
2023,41,221984372,
2023,38,221984372,
2023,3,203086650,
2023,3,204596639,
2023,3,204596641,
2023,21,207207742,
2023,41,203086409,
2023,41,221984284,
2023,39,206102226,
2023,41,206102278,
2023,41,206101772,
2023,41,204596859,
2023,41,203086807,
2023,41,203086385,
2023,38,203086566,
2023,41,203086645,
2023,41,209466798,
2023,39,203086666,
2023,41,203086501,
2023,41,203086528,
2023,41,203086594,
2023,39,203086684,
2023,3,219470477,
2023,5,219470477,
2023,41,204596927,
2023,41,203086587,
2023,38,203086625,
2023,41,204596959,
2023,41,207207749,
2023,41,211188554,
2023,41,203086588,
2023,41,203086629,
2023,41,203086655,
2023,41,203086701,
2023,42,219470518,
2023,3,204596849,
2023,41,203086800,
2023,41,203086941,
2023,42,203086627,
2023,1,203086762,
2023,41,203086626,
2023,39,203086648,
2023,41,203086840,
2023,42,204596724,
2023,3,207207694,
2023,3,207207695,
2023,41,213179871,
2023,41,206101905,
2023,42,207207730,
2023,3,219470546,
2023,41,219470573,
2023,3,213179594,
2023,32,204596865,
2023,41,203086849,
2023,41,203086739,
2023,39,204597076,
2023,38,203086964,
2023,39,215736081,
2023,3,203086716,
2023,41,204597110,
2023,39,207207788,
2023,41,204597140,
2023,42,203086819,
2023,3,213179546,
2023,5,213179546,
2023,41,206102207,
2023,41,203086877,
2023,39,203086911,
2023,41,204596898,
2023,41,204596915,
2023,1,213179595,
2023,3,223570061,
2023,3,203086954,
2023,1,203086980,
2023,41,203086980,
2023,41,203086916,
2023,31,219470598,
2023,41,219470600,
2023,41,203086920,
2023,21,203086921,
2023,41,203086921,
2023,39,215736115,
2023,21,223570115,
2023,41,203086953,
2023,3,203086973,
2023,41,203086796,
2023,41,207207932,
2023,1,206102035,
2023,41,204596946,
2023,41,203086942,
2023,1,204596980,
2023,41,203087122,
2023,1,215736454,
2023,41,203086865,
2023,38,204597086,
2023,41,204597020,
2023,41,207207790,
2023,41,207207679,
2023,41,204596964,
2023,39,211188768,
2023,3,213180407,
2023,3,213180409,
2023,32,207207738,
2023,41,204597095,
2023,41,204597029,
2023,41,204597047,
2023,32,207207935,
2023,41,207207935,
2023,41,207207693,
2023,41,204597067,
2023,38,204597087,
2023,41,206102194,
2023,41,204597217,
2023,41,204597177,
2023,38,204597177,
2023,41,204597583,
2023,41,204597615,
2023,3,204597175,
2023,41,204597197,
2023,41,204597218,
2023,39,204597218,
2023,41,219470510,
2023,38,204597309,
2023,41,206101943,
2023,41,206101982,
2023,41,206101983,
2023,41,204597330,
2023,41,204597331,
2023,41,206101939,
2023,41,204597661,
2023,1,204597662,
2023,38,221984309,
2023,41,206100725,
2023,41,206100726,
2023,41,211189000,
2023,41,221986485,
2023,41,223570130,
2023,1,211188929,
2023,3,211188930,
2023,38,211188942,
2023,41,211188954,
2023,41,221986603,
2023,41,215766720,
2023,41,211217776,
2023,41,222016707,
2023,38,222016748,
2023,38,222016809,
2023,41,211217093,
2023,38,211217093,
2023,3,219499425,
2023,3,219499478,
2023,41,219499498,
2023,3,223597538,
2023,38,222016640,
2023,38,222016882,
2023,41,222016740,
2023,39,203092895,
2023,5,209496967,
2023,38,223597422,
2023,41,199196872,
2023,41,199196801,
2023,41,199196794,
2023,41,206112851,
2023,21,199196906,
2023,41,199196989,
2023,41,199196863,
2023,38,203094318,
2023,38,201100563,
2023,39,201100654,
2023,41,206112611,
2023,41,201100842,
2023,41,206112677,
2023,3,201100944,
2023,9,203094438,
2023,41,203094475,
2023,41,203094482,
2023,41,203094435,
2023,41,203094480,
2023,41,204606712,
2023,41,204606739,
2023,41,204606543,
2023,39,204606657,
2023,41,204606607,
2023,41,204606730,
2023,1,204606752,
2023,39,204606779,
2023,1,204606738,
2023,38,204606837,
2023,38,204606850,
2023,41,204606800,
2023,41,204606968,
2023,41,206112798,
2023,41,206112802,
2023,41,206112932,
2023,38,206112922,
2023,38,206112940,
2023,41,207220153,
2023,38,207220174,
2023,39,207220415,
2023,41,207220606,
2023,38,209473411,
2023,39,209473519,
2023,38,209473644,
2023,38,209473670,
2023,41,209473452,
2023,38,209473538,
2023,39,209473534,
2023,39,211195536,
2023,41,211195579,
2023,39,211195579,
2023,38,211195619,
2023,41,211195516,
2023,38,211195544,
2023,38,211195676,
2023,39,211195674,
2023,38,211195727,
2023,21,211195728,
2023,41,211195647,
2023,41,211195765,
2023,41,213197399,
2023,39,213197285,
2023,21,213197313,
2023,38,213197431,
2023,41,213197349,
2023,41,213197553,
2023,41,213197396,
2023,38,213197396,
2023,38,213197416,
2023,21,215741998,
2023,38,215742084,
2023,41,215742129,
2023,41,215742112,
2023,41,215741917,
2023,38,215741989,
2023,38,215741990,
2023,41,217141242,
2023,38,217141222,
2023,39,217141449,
2023,41,217141317,
2023,38,217141355,
2023,38,217141398,
2023,38,217141535,
2023,41,217141238,
2023,41,217141293,
2023,38,219478108,
2023,41,219478126,
2023,39,219478183,
2023,38,219478414,
2023,38,221991471,
2023,41,223576056,
2023,41,221986065,
2023,41,199184364,
2023,39,221986106,
2023,38,221986178,
2023,41,203084902,
2023,38,204595105,
2023,38,209467804,
