data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2023,17,171589592,1.000,11,15963209
2023,17,171589586,1.000,11,15963208
2023,12,171589741,1.227,1,15963248
2023,8,165282171,0.033,1,15044545
2023,17,180977356,1.000,11,17242241
2023,17,182153702,1.000,11,17417007
2023,17,166800319,1.000,11,15273110
2023,12,166800322,3.700,1,15273113
2023,12,171589646,1.000,11,15963218
2023,12,169874907,0.606,1,15728825
2023,12,169045924,0.602,1,15596112
2023,12,171589635,1.299,1,15963216
2023,12,163827935,1.000,11,14852151
2023,17,169045599,1.000,11,15596085
2023,12,180977364,1.000,11,17242243
2023,17,166800607,1.000,11,15273138
2023,5,163828214,1.000,11,14852199
2023,12,176266663,0.479,1,16591027
2023,12,169045969,3.860,1,15596122
2023,17,165282352,1.000,11,15044578
2023,1,171589714,1.000,11,15963246
2023,7,172900847,0.966,1,16151075
2023,12,172900847,0.282,1,16151076
2023,17,172900847,1.000,11,16151077
2023,1,171589645,1.000,11,15963217
2023,7,167918757,1.000,11,15429754
2023,5,165282413,1.000,1,15044590
2023,1,171589680,0.306,1,15963229
2023,2,171589680,1.000,11,15963230
2023,17,165282438,1.000,11,15044596
2023,17,167918782,1.000,11,15429758
2023,1,169045887,1.000,11,15596105
2023,2,169045887,1.000,11,15596106
2023,5,172900799,1.000,11,16151070
2023,17,165282565,1.000,11,15044608
2023,17,172900750,1.000,11,16151067
2023,17,169045663,1.000,11,15596089
2023,12,167918799,1.000,11,15429765
2023,16,167918799,1.000,11,15429766
2023,12,167918790,1.000,11,15429761
2023,8,171589654,0.643,1,15963219
2023,8,171589730,0.798,1,15963247
2023,12,166800463,1.000,11,15273127
2023,8,166800506,1.000,11,15273133
2023,8,172900791,0.503,1,16151069
2023,12,171589813,1.320,1,15963255
2023,16,171589813,0.491,1,15963256
2023,17,167919017,1.000,11,15429792
2023,8,171589617,0.289,1,15963214
2023,8,169045791,1.047,1,15596099
2023,8,167919131,1.000,11,15429807
2023,12,167919131,1.000,11,15429808
2023,12,167919683,3.500,3,15429890
2023,8,171589707,3.070,1,15963242
2023,12,171589707,2.370,1,15963243
2023,17,167919187,1.000,11,15429818
2023,17,169046122,1.000,11,15596134
2023,17,182153920,1.000,11,17417043
2023,17,167919405,1.000,11,15429863
2023,8,171589618,7.594,1,15963215
2023,17,169046144,1.000,11,15596135
2023,8,167919535,1.000,11,15429874
2023,4,169046454,1.000,11,15596153
2023,12,169046454,1.000,11,15596154
2023,8,176266733,0.660,1,16591030
2023,12,176266733,0.600,1,16591031
2023,4,167919798,1.000,11,15429911
2023,8,171589955,8.260,1,15963275
2023,8,182153671,2.083,1,17417003
2023,4,169046067,1.000,11,15596129
2023,17,169046207,1.000,11,15596141
2023,8,171589775,3.734,1,15963252
2023,8,169875309,1.000,11,15728880
2023,17,169875681,1.000,11,15728922
2023,4,172900954,1.000,1,16151081
2023,17,176266555,1.000,11,16591019
2023,8,177308695,1.940,1,16730188
2023,12,177308695,1.410,1,16730189
2023,16,172900872,1.000,11,16151078
2023,17,172900872,1.000,11,16151079
2023,12,177308664,1.000,11,16730177
2023,12,169046466,1.000,11,15596157
2023,17,169046485,1.000,11,15596159
2023,16,179066744,1.000,11,16974850
2023,17,169046528,1.000,11,15596160
2023,8,169875548,1.000,11,15728907
2023,17,169875511,1.000,11,15728902
2023,12,171589927,1.098,1,15963271
2023,8,171589905,1.000,11,15963268
2023,17,169875351,1.000,11,15728886
2023,17,169875301,1.000,11,15728878
2023,17,179066787,1.000,11,16974854
2023,12,171589970,3.569,1,15963278
2023,8,172901034,0.881,1,16151090
2023,8,179066786,1.000,1,16974853
2023,12,169875445,1.000,1,15728895
2023,12,180977565,1.000,11,17242261
2023,8,176266702,11.220,1,16591028
2023,12,172900988,3.950,1,16151086
2023,12,177308579,1.000,11,16730170
2023,4,171590140,1.000,11,15963299
2023,12,180977471,1.000,11,17242253
2023,12,177308691,3.611,1,16730183
2023,17,176266963,1.000,11,16591063
2023,8,172901206,1.775,1,16151099
2023,12,182153803,3.000,1,17417024
2023,17,177308692,1.000,11,16730187
2023,17,171590059,1.000,11,15963287
2023,5,172901163,1.000,11,16151096
2023,12,172901163,1.000,11,16151097
2023,12,171590264,1.000,11,15963321
2023,17,179066706,1.000,11,16974842
2023,2,177308686,1.000,1,16730182
2023,8,176267221,0.400,1,16591117
2023,12,176267221,0.509,1,16591118
2023,17,171590227,1.000,11,15963316
2023,12,180977382,8.351,1,17242246
2023,17,179066835,1.000,11,16974862
2023,17,177308767,1.000,11,16730203
2023,8,171590723,1.000,11,15963392
2023,2,179066882,19.020,1,16974865
2023,1,176267289,1.000,3,16591130
2023,12,176267289,2.000,4,16591131
2023,12,172901235,1.000,11,16151101
2023,12,172901308,1.000,11,16151104
2023,1,177308751,1.000,11,16730194
2023,12,172901331,1.000,11,16151105
2023,12,179066766,1.000,11,16974851
2023,12,176266811,1.000,1,16591041
2023,1,177308661,3.610,1,16730176
2023,17,172901347,1.000,11,16151106
2023,17,179066895,1.000,11,16974867
2023,8,179066815,1.000,11,16974856
2023,12,179066815,1.000,11,16974857
2023,17,179066815,1.000,11,16974858
2023,12,177308677,8.865,1,16730180
2023,17,180977360,1.000,11,17242242
2023,1,177308709,4.217,1,16730190
2023,1,177308748,2.575,1,16730193
2023,8,177308786,1.170,1,16730205
2023,17,176266930,1.000,11,16591055
2023,1,177308787,3.556,1,16730206
2023,12,177308819,2.909,1,16730214
2023,17,172901561,0.010,3,16151122
2023,17,177308844,1.000,11,16730216
2023,4,182153853,1.271,1,17417032
2023,12,182153853,1.567,1,17417033
2023,8,179066829,0.500,1,16974859
2023,1,180977623,80.000,1,17242272
2023,16,180977623,9.000,9,17242273
2023,17,180977623,1.000,11,17242274
2023,12,180977396,1.000,11,17242248
2023,2,177308754,0.549,1,16730198
2023,8,177308754,0.672,1,16730199
2023,17,177308754,1.000,11,16730200
2023,5,176266879,1.000,11,16591047
2023,8,179066739,1.000,11,16974845
2023,17,179066739,1.000,11,16974846
2023,17,176266911,1.000,11,16591053
2023,12,179066944,1.920,1,16974884
2023,17,176266954,1.000,11,16591061
2023,12,179066903,4.451,1,16974869
2023,8,179066740,0.436,1,16974847
2023,12,179066740,0.515,1,16974848
2023,16,179066740,1.000,11,16974849
2023,5,176266961,9.880,1,16591062
2023,1,177308904,1.000,11,16730230
2023,2,177308904,1.000,11,16730231
2023,8,176267002,1.000,11,16591073
2023,12,176267002,1.000,11,16591074
2023,8,179066906,1.000,11,16974870
2023,4,176267057,1.000,11,16591082
2023,17,176267076,1.000,11,16591090
2023,8,180977515,1.000,11,17242255
2023,12,180977515,1.000,11,17242256
2023,17,180977515,1.000,11,17242257
2023,17,176266969,1.000,11,16591064
2023,17,180977575,1.000,11,17242262
2023,12,180977613,1.000,11,17242268
2023,2,180977670,1.000,11,17242281
2023,8,176267021,1.000,11,16591075
2023,17,179066860,1.000,11,16974863
2023,17,176267060,1.000,11,16591087
2023,8,177308881,1.000,11,16730224
2023,12,182153949,1.000,1,17417046
2023,2,180977700,1.000,1,17242287
2023,5,180977700,1.000,11,17242288
2023,17,176267090,1.000,11,16591094
2023,1,177308930,35.780,1,16730235
2023,2,177308930,8.260,1,16730236
2023,8,177308930,93.740,1,16730237
2023,17,176267072,1.000,11,16591089
2023,12,179066865,0.025,1,16974864
2023,12,179066945,1.000,1,16974885
2023,5,176267301,1.000,11,16591132
2023,8,182153996,1.000,11,17417053
2023,5,176267084,0.100,1,16591091
2023,1,177308882,3.468,1,16730225
2023,8,182153802,1.000,11,17417023
2023,17,177308922,1.000,11,16730232
2023,1,177308993,4.253,1,16730254
2023,8,177309102,0.053,1,16730274
2023,12,177309102,16.340,1,16730275
2023,5,180977638,1.000,11,17242277
2023,12,180977638,1.000,11,17242278
2023,17,180977638,1.000,11,17242279
2023,5,180977679,1.000,11,17242282
2023,8,180977679,1.000,11,17242283
2023,17,176267225,1.000,11,16591119
2023,17,176267149,1.000,11,16591108
2023,8,176267198,1.000,11,16591112
2023,8,180977749,1.000,11,17242298
2023,12,180977749,1.000,11,17242299
2023,16,180977749,1.000,9,17242300
2023,12,176267136,1.000,1,16591107
2023,5,176267671,1.000,11,16591149
2023,8,176267671,1.000,11,16591150
2023,8,180977812,1.000,11,17242302
2023,17,176267226,1.000,11,16591120
2023,4,176267316,1.000,11,16591134
2023,8,180977624,1.000,11,17242271
2023,17,176267246,1.000,11,16591125
2023,5,182153857,1.000,11,17417034
2023,16,182153857,1.000,11,17417035
2023,1,180977728,5.560,1,17242294
2023,17,176267334,1.000,11,16591135
2023,17,177309450,1.000,11,16730331
2023,16,177309513,2.000,9,16730349
2023,17,177309281,1.000,11,16730303
2023,1,180977712,2.302,1,17242290
2023,12,180947994,29.100,1,17237974
2023,12,180947843,21.700,1,17237947
2023,5,180947947,228.000,1,17237967
2023,11,180947947,78.000,1,17237968
2023,4,180947997,3.000,9,17237977
2023,12,180948022,39.000,1,17237982
2023,12,180947850,100.000,1,17237949
2023,12,180947919,111.100,1,17237962
2023,12,169030860,40.000,1,15594517
2023,12,180947942,14.700,1,17237966
2023,12,180947977,60.000,1,17237972
2023,5,179046972,90.718,4,16971001
2023,8,179046972,1.000,11,16971002
2023,12,174390840,0.105,3,16351330
2023,8,176256824,0.001,3,16590463
2023,12,169854517,3.930,1,15725827
2023,8,171580203,1.000,9,15961445
2023,5,182140033,1.000,1,17414839
2023,8,182140033,1.000,9,17414840
2023,17,182140033,0.100,1,17414841
2023,12,165853760,0.010,1,15131575
2023,4,163819116,5.950,1,14851181
2023,12,169034925,0.010,1,15595086
2023,12,169034936,1.000,4,15595088
2023,5,166785162,0.010,1,15271829
2023,4,165853777,3.500,1,15131579
2023,12,163818708,0.001,1,14851111
2023,8,169869211,2.000,9,15728104
2023,2,166785168,0.010,1,15271831
2023,2,171569951,0.723,1,15959899
2023,8,171569951,1.070,1,15959900
2023,5,165273349,0.001,1,15043659
2023,5,166785194,0.250,1,15271833
2023,5,166785223,0.250,1,15271837
2023,5,166785131,1.500,1,15271825
2023,5,165273403,0.010,1,15043684
2023,12,165273433,7.000,1,15043691
2023,12,174377187,1.770,1,16349958
2023,8,165273405,10.000,9,15043685
2023,8,165273446,15.000,9,15043695
2023,5,169869282,0.010,1,15728116
2023,5,182133025,0.010,1,17413389
2023,8,166785498,115.000,9,15271861
2023,12,166785498,1.200,1,15271862
2023,12,166785333,0.910,1,15271843
2023,12,174376570,0.010,1,16349937
2023,12,167910444,0.010,1,15428867
2023,2,177305368,2.800,1,16729664
2023,12,177305394,0.001,1,16729670
2023,8,166785317,2.000,9,15271841
2023,5,169034957,0.300,3,15595090
2023,8,169035277,5.000,9,15595131
2023,12,169869302,1.000,1,15728120
2023,12,169034971,0.010,1,15595093
2023,12,169869314,8.100,1,15728126
2023,12,182644541,0.010,1,17489497
2023,12,169869329,5.000,1,15728129
2023,8,169035027,7.000,9,15595097
2023,12,169035027,0.010,1,15595098
2023,8,169034973,3.000,9,15595094
2023,8,171570088,5900.000,9,15959908
2023,4,169035055,0.010,1,15595102
2023,12,171570136,1.300,1,15959914
2023,8,179048745,13.220,1,16971296
2023,8,179048634,4.800,1,16971283
2023,8,169869319,46.000,9,15728127
2023,4,171570409,0.010,1,15959936
2023,12,171570409,0.010,1,15959937
2023,4,182133060,0.010,1,17413396
2023,12,169869247,2.000,9,15728111
2023,12,169035145,0.010,1,15595115
2023,4,169869293,2.000,1,15728119
2023,4,169035154,0.010,1,15595118
2023,12,169035154,0.010,1,15595120
2023,12,169035087,0.100,1,15595105
2023,4,169035125,0.010,1,15595114
2023,12,167910678,0.010,1,15428903
2023,12,177305443,0.010,1,16729679
2023,5,169035259,0.010,1,15595129
2023,12,174376611,0.010,1,16349939
2023,12,171570204,3.000,1,15959917
2023,12,182133033,0.010,1,17413392
2023,12,171570250,3.700,1,15959919
2023,4,177305285,0.600,1,16729645
2023,12,177305285,0.400,1,16729646
2023,12,177305340,0.206,1,16729657
2023,12,171570279,0.010,1,15959920
2023,12,177305419,0.687,1,16729674
2023,12,182644572,0.010,1,17489508
2023,8,171570456,1.000,9,15959941
2023,12,169869459,6.400,1,15728146
2023,12,169869475,6.700,1,15728147
2023,12,171570602,0.010,1,15959959
2023,12,182644567,0.010,1,17489504
2023,12,171570639,0.100,1,15959962
2023,12,176229860,0.010,1,16586093
2023,12,177305335,29.000,9,16729654
2023,12,182644497,6.900,1,17489492
2023,5,171570739,4.000,1,15959968
2023,11,174376719,5.780,1,16349942
2023,2,182133099,0.010,1,17413403
2023,4,180949791,0.010,1,17238153
2023,12,182133050,0.010,1,17413394
2023,12,172872264,2.720,1,16147225
2023,12,172872351,0.010,1,16147248
2023,12,177305550,0.010,1,16729700
2023,12,182133070,0.010,1,17413397
2023,12,182644503,0.010,1,17489493
2023,8,172872404,8.000,9,16147252
2023,12,172872404,0.010,1,16147253
2023,12,177305380,0.010,1,16729666
2023,12,172872409,0.010,1,16147254
2023,12,177305515,0.010,1,16729691
2023,12,182644590,0.010,1,17489510
2023,4,182133026,0.260,1,17413390
2023,12,177305337,11.500,1,16729655
2023,8,172872364,3.000,9,16147250
2023,12,177305537,0.010,1,16729698
2023,4,177305565,0.010,1,16729703
2023,12,174376647,0.010,1,16349940
2023,12,182133084,0.010,1,17413398
2023,12,179048650,0.010,1,16971285
2023,8,182644630,8.000,9,17489518
2023,5,182644476,0.125,3,17489489
2023,8,182644495,5.000,9,17489491
2023,12,182644554,0.010,1,17489502
2023,12,182644568,0.030,1,17489505
2023,4,182644589,0.010,1,17489509
2023,4,182644619,0.010,1,17489516
2023,12,176229904,0.500,1,16586099
2023,12,182644545,0.010,1,17489498
2023,5,177305655,6.150,3,16729713
2023,12,182644563,3.900,1,17489503
2023,12,177305587,32.000,1,16729706
2023,12,182133045,0.010,1,17413393
2023,8,182644607,1.000,9,17489515
2023,12,179048656,0.010,1,16971288
2023,12,182644625,9.300,1,17489517
2023,4,179048711,0.010,1,16971291
2023,12,179048711,0.010,1,16971293
2023,12,176230119,0.010,1,16586159
2023,4,182644649,2.200,1,17489519
2023,12,182644649,4.200,1,17489520
2023,8,182644510,20.000,9,17489495
2023,12,176229895,0.010,1,16586095
2023,12,180949818,0.010,1,17238155
2023,12,180949863,0.010,1,17238158
2023,12,180949881,0.010,1,17238160
2023,4,182644571,1.780,1,17489506
2023,12,182644571,3.870,1,17489507
2023,4,182644596,1.700,1,17489511
2023,12,182644596,0.110,1,17489512
2023,12,180950005,14.000,1,17238175
2023,8,182133108,1.000,9,17413404
2023,12,179048734,0.010,1,16971295
2023,8,180950063,1.000,9,17238184
2023,12,179048771,0.010,1,16971299
2023,5,179048710,1442.000,1,16971292
2023,5,182133096,2.500,1,17413401
2023,5,179048779,373.000,1,16971300
2023,5,179048795,0.010,1,16971303
2023,12,182133144,236.400,1,17413413
2023,12,180950054,0.010,1,17238182
2023,12,182133187,4.920,1,17413427
2023,12,182133090,1.100,1,17413400
2023,17,171566822,1.000,9,15959584
2023,17,167905042,1.000,11,15428090
2023,12,167905067,1.000,11,15428095
2023,4,165268476,1.000,11,15042975
2023,12,165268476,1.000,11,15042976
2023,12,177302091,11.000,1,16729196
2023,12,163812163,0.500,1,14850174
2023,12,165268346,8.200,1,15042932
2023,12,177302127,1.000,9,16729202
2023,5,165268379,1.000,9,15042952
2023,12,165268347,1.000,11,15042933
2023,5,165268354,1.000,11,15042937
2023,12,165268369,1.000,9,15042945
2023,16,177301960,0.820,1,16729178
2023,12,177302006,1.210,1,16729183
2023,16,177302043,0.630,1,16729187
2023,8,182130470,0.184,1,17412976
2023,11,182130470,1.000,9,17412977
2023,12,182130470,3.224,1,17412978
2023,1,165268461,56.900,1,15042973
2023,8,177302148,1.000,9,16729207
2023,12,166776137,0.600,1,15270711
2023,12,166776171,3.000,1,15270715
2023,12,166776176,1.000,9,15270716
2023,11,166776182,1.000,9,15270717
2023,4,166776221,1.000,11,15270720
2023,8,169865130,1.000,11,15727619
2023,12,166776201,1.000,1,15270719
2023,8,167905081,2.000,9,15428096
2023,17,167905230,1.000,11,15428121
2023,4,169029891,0.100,1,15594340
2023,8,169029813,1.000,11,15594322
2023,17,169029844,1.000,1,15594329
2023,12,169029888,1.000,11,15594339
2023,4,169030053,1.000,11,15594380
2023,12,169029912,1.700,1,15594345
2023,17,179045774,1.000,11,16970837
2023,12,169029959,1.000,11,15594358
2023,12,169029972,1.800,1,15594364
2023,2,169030020,1.000,11,15594372
2023,12,169030049,1.000,11,15594379
2023,12,169865376,43.700,1,15727673
2023,12,169865061,1.000,11,15727612
2023,8,169865157,1.000,11,15727621
2023,17,169865177,1.000,1,15727629
2023,17,182643584,1.000,11,17489323
2023,17,182643606,1.000,11,17489327
2023,16,171567034,1.000,9,15959630
2023,17,171566871,1.000,11,15959597
2023,12,171566966,1.000,1,15959615
2023,17,171567028,1.000,1,15959627
2023,4,182643629,1.000,1,17489333
2023,8,182643629,1.380,1,17489334
2023,2,171567178,1.000,11,15959652
2023,12,171567107,1.000,11,15959648
2023,8,171567167,1.000,11,15959651
2023,16,172869950,1.000,9,16146936
2023,12,172870033,1.000,11,16146940
2023,12,172870107,1.000,11,16146950
2023,12,172869649,4.200,1,16146900
2023,17,174369206,1.000,9,16348992
2023,17,176226614,1.000,9,16585748
2023,17,176226632,1.000,1,16585753
2023,8,176226492,1.000,11,16585733
2023,17,176226698,2.000,1,16585762
2023,17,176226755,1.000,9,16585769
2023,17,176226528,1.000,1,16585734
2023,17,176226541,1.000,11,16585739
2023,17,176226564,1.000,11,16585741
2023,17,176226570,1.000,11,16585742
2023,12,176226563,2.100,1,16585740
2023,17,177302018,43.000,9,16729184
2023,17,177302409,1.000,1,16729236
2023,12,177302119,1.000,11,16729201
2023,12,177302135,1.000,11,16729206
2023,17,177302160,1.000,11,16729209
2023,17,177302254,29.000,9,16729223
2023,17,177302282,1.000,1,16729227
2023,17,177302308,4.000,1,16729228
2023,12,177302222,0.200,1,16729219
2023,8,179045880,1.000,11,16970857
2023,8,179045654,1.000,11,16970825
2023,17,179045875,1.000,1,16970856
2023,12,179045678,1.000,11,16970827
2023,12,179045836,1.000,11,16970844
2023,17,179045868,1.000,11,16970854
2023,17,179045781,1.000,1,16970838
2023,12,169855395,3.000,1,15725998
2023,4,169855407,1.000,1,15725999
2023,12,171580604,3.500,1,15961481
2023,12,171580682,58.010,1,15961489
2023,12,171580708,115.000,1,15961492
2023,8,176237888,1.000,11,16587815
2023,15,176237888,1.000,11,16587816
2023,16,176237888,1.000,11,16587817
2023,12,172881552,140.000,1,16148882
2023,8,182141030,5.000,9,17414970
2023,12,182141030,16.000,1,17414971
2023,5,179058304,8.000,1,16973082
2023,11,179058304,7.000,1,16973083
2023,12,179058333,18.000,1,16973089
2023,8,182141004,63.000,9,17414967
2023,12,163799185,0.400,1,14848225
2023,12,179058306,1.000,1,16973084
2023,11,179058358,1.000,1,16973093
2023,12,179058358,1.000,1,16973094
2023,8,179058412,20.000,9,16973113
2023,4,176238076,1.000,1,16587838
2023,4,165255504,2.000,1,15041089
2023,5,165255504,1.250,1,15041090
2023,12,165255504,9.750,1,15041091
2023,8,166764766,16.000,1,15268312
2023,12,166764767,4.000,1,15268313
2023,15,166764767,7.000,9,15268314
2023,4,166764769,0.010,1,15268315
2023,12,166764769,6.000,1,15268316
2023,17,166764769,58.000,1,15268317
2023,12,167894007,3.500,1,15426232
2023,8,165290894,1.000,9,15045410
2023,12,165290902,1.000,1,15045411
2023,8,165291221,1.000,1,15045449
2023,12,165290933,3.000,1,15045417
2023,8,165290941,1.000,9,15045419
2023,12,165290941,2.000,1,15045420
2023,4,165290943,1.000,1,15045421
2023,8,165290943,6.000,9,15045422
2023,12,165290943,2.000,1,15045423
2023,16,165290950,1.000,1,15045424
2023,12,165290960,1.000,1,15045425
2023,12,165290966,1.000,1,15045426
2023,12,165290972,1.000,1,15045427
2023,4,165291007,1.000,9,15045430
2023,4,165291007,1.000,1,15045431
2023,12,165291007,4.000,1,15045432
2023,5,167929440,1.000,1,15430840
2023,12,167929447,1.000,1,15430841
2023,12,167929459,1.000,1,15430843
2023,12,167929492,1.000,1,15430849
2023,16,167929492,15.000,9,15430850
2023,16,167929492,1.000,1,15430851
2023,12,167929503,1.000,1,15430857
2023,4,167929545,1.000,1,15430867
2023,8,167929545,5.000,9,15430868
2023,12,167929545,1.000,1,15430869
2023,12,176234153,4.000,1,16587103
2023,12,167929502,7.000,1,15430856
2023,12,167929512,2.000,1,15430862
2023,12,167929526,4.000,1,15430866
2023,8,167929548,1.000,1,15430870
2023,12,167929754,1.000,1,15430899
2023,12,167929776,1.000,1,15430904
2023,8,167929551,50.000,9,15430871
2023,16,167929551,15.000,9,15430872
2023,4,167929555,1.000,1,15430873
2023,8,167929576,3.000,1,15430876
2023,1,169057474,2.000,1,15597370
2023,8,169057474,1.000,9,15597371
2023,8,171576946,1.000,1,15960917
2023,12,169057342,1.000,1,15597351
2023,12,169057356,2.000,1,15597353
2023,8,169057280,3.000,9,15597340
2023,12,171577098,1.000,1,15960956
2023,8,171577194,14.000,9,15960984
2023,12,171577194,1.000,9,15960985
2023,12,171577194,1.000,1,15960986
2023,12,171577080,1.000,1,15960955
2023,12,171577100,1.000,1,15960957
2023,8,171577140,1.000,1,15960966
2023,12,171577140,1.000,1,15960967
2023,3,171577162,1.000,1,15960975
2023,12,171577234,2.000,1,15960991
2023,12,171577251,2.000,1,15960992
2023,12,171577102,5.000,1,15960959
2023,12,171577129,3.000,1,15960963
2023,3,171577156,3.000,1,15960971
2023,8,171577156,1.000,9,15960972
2023,12,171577191,2.000,1,15960983
2023,12,171577267,1.000,1,15960993
2023,8,171577285,1.000,9,15960995
2023,12,171577318,4.000,1,15960998
2023,8,176234341,6.000,9,16587160
2023,12,176234341,1.000,1,16587161
2023,12,176234403,1.000,1,16587182
2023,8,176234226,1.000,1,16587121
2023,16,176234129,3.000,1,16587088
2023,12,176234204,3.000,1,16587114
2023,12,176234249,1.000,1,16587127
2023,4,179054342,1.000,1,16972244
2023,12,179054342,2.000,1,16972249
2023,17,179054342,1.000,9,16972250
2023,1,179054397,1.000,1,16972277
2023,12,179054361,1.000,1,16972261
2023,5,172883132,3.500,1,16149079
2023,5,172883153,76.900,1,16149085
2023,12,172883177,0.200,1,16149088
2023,12,166768819,0.700,1,15269099
2023,12,166768843,0.700,1,15269103
2023,5,166761568,52.000,1,15267501
2023,12,166761568,3.000,1,15267502
2023,12,166761582,7.220,1,15267505
2023,8,163796007,13.100,1,14847554
2023,5,163796024,2.000,1,14847558
2023,16,163796024,500.000,9,14847559
2023,16,163796077,1.500,9,14847570
2023,12,166761883,0.001,1,15267554
2023,12,172861775,1.700,1,16145735
2023,2,166762153,0.001,1,15267587
2023,4,166762174,7.000,1,15267590
2023,12,166762174,2.000,1,15267591
2023,5,163796057,7.000,9,14847566
2023,12,167890811,0.001,1,15425536
2023,5,165252537,2.000,1,15040474
2023,5,165252538,3.000,5,15040475
2023,12,166761523,0.250,1,15267493
2023,12,169851958,1.100,1,15725277
2023,5,169851960,1.000,9,15725278
2023,5,165252557,11.000,1,15040480
2023,5,166761565,1.000,9,15267500
2023,12,169015599,0.001,1,15591492
2023,13,166761654,1.000,9,15267516
2023,5,169015586,1.000,9,15591487
2023,12,179037833,0.001,1,16969524
2023,5,166761624,1.000,1,15267509
2023,8,166761632,5.000,9,15267511
2023,8,166761632,0.001,1,15267512
2023,5,167890824,1.000,9,15425537
2023,16,167890824,1.000,9,15425538
2023,13,169015598,1.000,9,15591491
2023,5,167890874,2.000,9,15425543
2023,5,169851968,2.000,1,15725280
2023,7,182122205,0.215,1,17411473
2023,12,182122205,0.001,1,17411474
2023,16,182122205,104.000,9,17411475
2023,5,169015618,3.000,9,15591495
2023,5,169015618,3.000,1,15591496
2023,16,169015618,41.000,9,15591497
2023,2,177289387,1.000,9,16727178
2023,17,179066916,1.000,11,16974872
2023,17,177309501,1.000,11,16730345
2023,17,177309337,1.000,11,16730312
2023,16,177309367,1.000,11,16730318
2023,17,177309395,2.000,1,16730326
2023,17,177309428,4.000,1,16730330
2023,17,177309481,1.000,1,16730338
2023,17,179066961,1.000,11,16974892
2023,5,177309503,1.000,11,16730346
2023,12,177309503,1.000,11,16730347
2023,12,176267603,1.000,11,16591145
2023,4,177309495,1.000,11,16730341
2023,1,179066960,1.000,11,16974889
2023,5,179066960,1.000,11,16974890
2023,16,179066960,1.000,11,16974891
2023,5,177309704,1.000,11,16730387
2023,12,182153797,1.000,11,17417020
2023,17,177309594,1.000,11,16730359
2023,17,177309624,1.000,11,16730368
2023,17,179066946,1.000,11,16974886
2023,12,180977724,1.000,11,17242293
2023,12,180977758,1.000,11,17242301
2023,12,180977699,1.000,11,17242286
2023,12,180977729,1.000,11,17242295
2023,1,180977636,0.472,1,17242275
2023,8,180977636,1.000,9,17242276
2023,12,179067112,1.000,11,16974923
2023,4,179067200,1.000,11,16974938
2023,12,179066951,1.000,11,16974888
2023,12,182154051,1.000,11,17417062
2023,12,180977686,1.000,11,17242284
2023,1,179067366,1.000,11,16974972
2023,2,179067366,1.000,11,16974973
2023,5,179067270,1.000,11,16974951
2023,12,179067152,1.000,11,16974927
2023,12,179067316,1.000,11,16974966
2023,4,180977742,1.000,11,17242297
2023,2,180977716,1.000,11,17242291
2023,8,179067370,1.000,11,16974975
2023,1,180977818,1.000,11,17242303
2023,2,180977818,1.000,11,17242304
2023,12,179067261,1.000,11,16974948
2023,17,180977866,1.000,11,17242306
2023,12,182153950,1.000,11,17417047
2023,8,180977876,1.000,1,17242307
2023,1,179067507,1.000,11,16974992
2023,12,180977945,9.900,1,17242314
2023,17,180977736,1.000,11,17242296
2023,4,179067318,1.000,11,16974967
2023,4,179043831,7.000,1,16970594
2023,8,179043831,1.750,1,16970595
2023,1,172866968,1.000,1,16146584
2023,8,172866987,3.500,1,16146590
2023,5,179043874,1.000,1,16970602
2023,8,179043874,1.100,1,16970603
2023,12,179043874,2.000,1,16970604
2023,17,174365896,4.000,1,16348496
2023,8,180943699,30.000,9,17237220
2023,17,180943681,0.050,1,17237218
2023,12,176223675,0.200,1,16585418
2023,4,166772709,2.000,1,15269913
2023,4,169026850,3.500,1,15593775
2023,8,169026850,4.500,1,15593776
2023,8,182126820,3.000,1,17412456
2023,12,176218243,3.470,1,16584471
2023,13,174358352,1.000,11,16347341
2023,17,174358352,1.000,9,16347342
2023,2,167895691,0.047,1,15426584
2023,5,167895757,1.540,3,15426593
2023,7,167896007,2.900,1,15426625
2023,2,176240052,0.010,1,16588144
2023,5,176240052,1.000,4,16588145
2023,5,167896313,2.000,3,15426645
2023,5,172882930,1.500,4,16149061
2023,5,167895969,3.000,3,15426621
2023,1,172882954,0.200,1,16149064
2023,5,172882954,0.010,1,16149065
2023,5,167896090,3.500,1,15426630
2023,5,172882986,1.800,1,16149068
2023,1,167895968,1.300,1,15426619
2023,13,167895968,27.000,9,15426620
2023,17,167895968,3.000,1,15426622
2023,5,169857414,1.020,3,15726381
2023,2,169857437,0.200,1,15726387
2023,5,169857437,0.960,3,15726388
2023,4,169857181,0.800,1,15726346
2023,5,172883029,30.000,3,16149070
2023,8,169857265,1.000,9,15726354
2023,1,172882973,0.900,1,16149067
2023,8,172883007,400.000,1,16149069
2023,12,172882889,13.000,9,16149060
2023,2,174359850,1.001,1,16347580
2023,12,174359964,1.000,1,16347589
2023,5,174359861,12.400,1,16347581
2023,12,174359861,97.600,1,16347582
2023,17,174359861,0.100,1,16347583
2023,1,174360103,1.000,1,16347596
2023,4,174360142,20.000,1,16347599
2023,2,174360239,0.001,3,16347608
2023,2,176240118,1.000,11,16588150
2023,5,176240118,1.000,11,16588152
2023,11,176240118,1.000,11,16588153
